date,CAD_ETFS_2021_Q1,meta
2021-02-19 00:00:00,67.49949909946645,
2021-02-19 10:00:00,67.53076112831468,
2021-02-19 10:30:00,75.74132045368106,
2021-02-19 12:00:00,48.39952936676582,
2021-02-19 13:30:00,34.929648975493365,
2021-02-19 15:00:00,41.13615784681315,
2021-02-19 15:30:30,41.13615784681315,
2021-02-19 23:59:59,49.780577858934976,w
2021-02-22 00:00:00,63.94625974262226,
2021-02-22 10:00:00,61.72507133046929,
2021-02-22 10:30:00,71.20709186562635,
2021-02-22 12:00:00,60.366488982653664,
2021-02-22 13:30:00,62.21223608003129,
2021-02-22 15:00:00,49.444544671019685,
2021-02-22 15:30:30,49.444544671019685,
2021-02-22 23:59:59,76.52547391324651,c
2021-02-23 00:00:00,80.4179758621799,
2021-02-23 10:00:00,110.25155856237325,
2021-02-23 10:30:00,68.96931921687337,
2021-02-23 12:00:00,84.32174492727427,
2021-02-23 13:30:00,73.42700984520616,
2021-02-23 15:00:00,73.5993769677284,
2021-02-23 15:30:30,73.5993769677284,
2021-02-23 23:59:59,68.17696315609055,c
2021-02-24 00:00:00,60.27060060245594,
2021-02-24 10:00:00,39.96145058662296,
2021-02-24 10:30:00,31.231042853146846,
2021-02-24 12:00:00,2.515869436421326,
2021-02-24 13:30:00,-9.166896613245626,
2021-02-24 15:00:00,4.762742049186272,
2021-02-24 15:30:30,4.762742049186272,
2021-02-24 23:59:59,21.89062408000791,c
2021-02-25 00:00:00,31.227508331248373,
2021-02-25 10:00:00,33.27791328886269,
2021-02-25 10:30:00,45.1164064456334,
2021-02-25 12:00:00,58.7439731534696,
2021-02-25 13:30:00,63.01477087156172,
2021-02-25 15:00:00,73.85751341315017,
2021-02-25 15:30:30,73.85751341315017,
2021-02-25 23:59:59,80.57179863820738,c
2021-02-26 00:00:00,95.43627008529575,
2021-02-26 10:00:00,69.87415078949925,
2021-02-26 10:30:00,96.84958834876079,
2021-02-26 12:00:00,77.5279874866037,
2021-02-26 13:30:00,61.50790902196377,
2021-02-26 15:00:00,70.90272128969764,
2021-02-26 15:30:30,70.90272128969764,s
2021-02-26 23:59:59,59.38076505346817,w
2021-03-01 00:00:00,29.057392182361127,
2021-03-01 10:00:00,30.60323364596843,
2021-03-01 10:30:00,26.802399557123863,
2021-03-01 12:00:00,14.186486591570429,
