date,SPX500_HEDGED_2022_Q3,meta
2022-07-22 00:00:00,-59.4285262496216,
2022-07-22 10:00:00,-61.550375487877375,
2022-07-22 10:30:00,-55.06963706994185,
2022-07-22 12:00:00,-51.33865331574043,
2022-07-22 13:30:00,-52.017702244789405,
2022-07-22 15:00:00,-60.48927551291706,
2022-07-22 15:30:30,-60.48927551291706,
2022-07-22 23:59:59,-56.169702643971505,w
2022-07-25 00:00:00,-51.95752576442641,
2022-07-25 10:00:00,-64.32510659662142,
2022-07-25 10:30:00,-57.395345780130015,
2022-07-25 12:00:00,-60.085449453835,
2022-07-25 13:30:00,-62.38664894635792,
2022-07-25 15:00:00,-58.87338712773379,
2022-07-25 15:30:30,-58.87338712773379,
2022-07-25 23:59:59,-60.96431277311365,c
2022-07-26 00:00:00,-61.49983112122425,
2022-07-26 10:00:00,-54.68913180791486,
2022-07-26 10:30:00,-62.26749536857335,
2022-07-26 12:00:00,-61.821348213586134,
2022-07-26 13:30:00,-61.14827820200537,
2022-07-26 15:00:00,-59.79549318995066,
2022-07-26 15:30:30,-59.79549318995066,
2022-07-26 23:59:59,-57.34670191727167,c
2022-07-27 00:00:00,-58.25912276288062,
2022-07-27 10:00:00,-59.464156952307064,
2022-07-27 10:30:00,-55.594597318064416,
2022-07-27 12:00:00,-55.92583230119709,
2022-07-27 13:30:00,-46.557812087469415,
2022-07-27 15:00:00,-43.92089316918805,
2022-07-27 15:30:30,-43.92089316918805,
2022-07-27 23:59:59,-44.17860653854922,c
2022-07-28 00:00:00,-14.931785116076696,
2022-07-28 10:00:00,-22.97252148081043,
2022-07-28 10:30:00,-19.853427887765122,
2022-07-28 12:00:00,-14.780253803253515,
2022-07-28 13:30:00,-11.401860788861882,
2022-07-28 15:00:00,-5.966546288335564,
2022-07-28 15:30:30,-5.966546288335564,
2022-07-28 23:59:59,-8.557001815151182,c
2022-07-29 00:00:00,10.514459979007086,
2022-07-29 10:00:00,7.438362785093318,
2022-07-29 10:30:00,3.830417285983742,
2022-07-29 12:00:00,8.591990135565936,
2022-07-29 13:30:00,7.919569580440395,
2022-07-29 15:00:00,12.365449132104061,
2022-07-29 15:30:30,12.365449132104061,
2022-07-29 23:59:59,10.9135754785205,w
2022-08-01 00:00:00,35.53614745708791,
2022-08-01 10:00:00,37.31374975683994,
2022-08-01 10:30:00,39.89016880974236,
2022-08-01 12:00:00,37.19714503064239,
2022-08-01 13:30:00,28.913733110496338,
2022-08-01 15:00:00,31.611772290353855,
2022-08-01 15:30:30,31.611772290353855,
2022-08-01 23:59:59,23.017172383287857,c
2022-08-02 00:00:00,27.939360321744886,
2022-08-02 10:00:00,26.75122773040519,
2022-08-02 10:30:00,28.7522676553007,
2022-08-02 12:00:00,27.800671591016027,
2022-08-02 13:30:00,24.250194229357305,
2022-08-02 15:00:00,24.769594090938313,
2022-08-02 15:30:30,24.769594090938313,
2022-08-02 23:59:59,22.081310769537822,c
2022-08-03 00:00:00,22.87950856704225,
2022-08-03 10:00:00,17.219218850134183,
2022-08-03 10:30:00,13.2064265896459,
2022-08-03 12:00:00,6.659939247377736,
2022-08-03 13:30:00,6.622021693143097,
2022-08-03 15:00:00,7.159552863163071,
2022-08-03 15:30:30,7.159552863163071,
2022-08-03 23:59:59,10.995174267968252,c
2022-08-04 00:00:00,25.422830596621537,
2022-08-04 10:00:00,16.10660679628714,
2022-08-04 10:30:00,5.760819008117608,
2022-08-04 12:00:00,6.054285784133754,
2022-08-04 13:30:00,6.432674768166294,
2022-08-04 15:00:00,7.283149745851119,
2022-08-04 15:30:30,7.283149745851119,
2022-08-04 23:59:59,7.158041958618924,c
2022-08-05 00:00:00,6.8664345379368115,
2022-08-05 10:00:00,-10.511083074880503,
2022-08-05 10:30:00,-8.971253232046138,
2022-08-05 12:00:00,-15.90612196780529,
2022-08-05 13:30:00,-18.220127685566922,
2022-08-05 15:00:00,-30.161502049432727,
2022-08-05 15:30:30,-30.161502049432727,
2022-08-05 23:59:59,-30.860090407494454,w
2022-08-08 00:00:00,-26.56374394659997,
2022-08-08 10:00:00,-31.583855258306926,
2022-08-08 10:30:00,-24.675395093656334,
2022-08-08 12:00:00,-27.047080930536026,
2022-08-08 13:30:00,-32.056292246705084,
2022-08-08 15:00:00,-41.04480280799936,
2022-08-08 15:30:30,-41.04480280799936,
2022-08-08 23:59:59,-35.92186817048861,c
2022-08-09 00:00:00,-30.156462418269598,
2022-08-09 10:00:00,-38.75821601708623,
2022-08-09 10:30:00,-30.480812470712806,
2022-08-09 12:00:00,-31.896558923946316,
2022-08-09 13:30:00,-31.254522265858043,
2022-08-09 15:00:00,-34.749555067960614,
2022-08-09 15:30:30,-34.749555067960614,
2022-08-09 23:59:59,-28.555623739661257,c
2022-08-10 00:00:00,-21.170873152056515,
2022-08-10 10:00:00,-48.151570150127895,
2022-08-10 10:30:00,-51.67697043524868,
2022-08-10 12:00:00,-55.56152377054002,
2022-08-10 13:30:00,-48.303200542580726,
2022-08-10 15:00:00,-49.2268259131568,
2022-08-10 15:30:30,-49.2268259131568,
2022-08-10 23:59:59,-45.5959966018176,c
2022-08-11 00:00:00,-43.686049535725715,
2022-08-11 10:00:00,-59.22391976798451,
2022-08-11 10:30:00,-54.56059287494827,
2022-08-11 12:00:00,-46.01662751279912,
2022-08-11 13:30:00,-49.55727046072553,
2022-08-11 15:00:00,-53.46679000954197,
2022-08-11 15:30:30,-53.46679000954197,
2022-08-11 23:59:59,-52.464198476257764,c
2022-08-12 00:00:00,-49.706154587081755,
2022-08-12 10:00:00,-60.214374701920974,
2022-08-12 10:30:00,-57.01273159574782,
2022-08-12 12:00:00,-48.084665902655956,
2022-08-12 13:30:00,-48.652389714644926,
2022-08-12 15:00:00,-39.36861843973941,
2022-08-12 15:30:30,-39.36861843973941,s
2022-08-12 23:59:59,-38.19514090321172,w
2022-08-15 00:00:00,-30.52312120600999,
2022-08-15 10:00:00,-30.326932309951758,
2022-08-15 10:30:00,-23.136919572092893,
2022-08-15 12:00:00,-22.93538377701759,
2022-08-15 13:30:00,-16.211494036239344,
2022-08-15 15:00:00,-14.606043709771086,
2022-08-15 15:30:30,-14.606043709771086,
2022-08-15 23:59:59,-17.0203071478914,c
2022-08-16 00:00:00,-0.7883556498060784,
2022-08-16 10:00:00,-1.561195464667378,
2022-08-16 10:30:00,-10.066307709648754,
2022-08-16 12:00:00,-15.134879188994148,
2022-08-16 13:30:00,-11.948639970247257,
2022-08-16 15:00:00,-11.609915221875951,
2022-08-16 15:30:30,-11.609915221875951,
2022-08-16 23:59:59,-10.706575548464173,c
2022-08-17 00:00:00,-11.784971984416359,
2022-08-17 10:00:00,-20.45294927377256,
2022-08-17 10:30:00,-24.573485133270083,
2022-08-17 12:00:00,-19.33856385656577,
2022-08-17 13:30:00,-18.594712895523685,
2022-08-17 15:00:00,-16.046385830766553,
2022-08-17 15:30:30,-16.046385830766553,
2022-08-17 23:59:59,-13.977361472278687,c
2022-08-18 00:00:00,-13.758078337323866,
2022-08-18 10:00:00,-13.611243940511713,
2022-08-18 10:30:00,-13.064838540168012,
2022-08-18 12:00:00,-12.478815341508607,
2022-08-18 13:30:00,-8.883983615830289,
