date,SPLV_HEDGED_2021_Q3,meta
2021-07-16 00:00:00,-14.591261262070248,
2021-07-16 10:00:00,-28.69244111297462,
2021-07-16 10:30:00,-30.447698057812318,
2021-07-16 12:00:00,-35.06980505940692,
2021-07-16 13:30:00,-41.69465765096072,
2021-07-16 15:00:00,-40.50330365404693,
2021-07-16 15:30:30,-40.50330365404693,
2021-07-16 23:59:59,-46.644537711813086,w
2021-07-19 00:00:00,-44.14162785667918,
2021-07-19 10:00:00,-62.13448041627066,
2021-07-19 10:30:00,-62.4708655264692,
2021-07-19 12:00:00,-64.04766329112886,
2021-07-19 13:30:00,-54.46977985785645,
2021-07-19 15:00:00,-57.776322690738084,
2021-07-19 15:30:30,-57.776322690738084,
2021-07-19 23:59:59,-61.81317067748455,c
2021-07-20 00:00:00,-59.79393592178269,
2021-07-20 10:00:00,-50.55514415545258,
2021-07-20 10:30:00,-42.64125713806823,
2021-07-20 12:00:00,-44.277933112047094,
2021-07-20 13:30:00,-42.37779452407483,
2021-07-20 15:00:00,-29.462670298275725,
2021-07-20 15:30:30,-29.462670298275725,
2021-07-20 23:59:59,-35.27007439956901,c
2021-07-21 00:00:00,-34.02483855002288,
2021-07-21 10:00:00,-20.921472925183934,
2021-07-21 10:30:00,-24.398269547916243,
2021-07-21 12:00:00,-25.62836878535518,
2021-07-21 13:30:00,-21.532745609209314,
2021-07-21 15:00:00,-24.34559526162559,
2021-07-21 15:30:30,-24.34559526162559,
2021-07-21 23:59:59,-19.834522706748203,c
2021-07-22 00:00:00,-31.04380387284175,
2021-07-22 10:00:00,-51.054134364548986,
2021-07-22 10:30:00,-55.61206300773654,
2021-07-22 12:00:00,-61.80049741357561,
2021-07-22 13:30:00,-69.41191456409024,
2021-07-22 15:00:00,-69.60165035677949,
2021-07-22 15:30:30,-69.60165035677949,
2021-07-22 23:59:59,-61.728064406146814,c
2021-07-23 00:00:00,-64.93179030570968,
2021-07-23 10:00:00,-62.77747790000876,
2021-07-23 10:30:00,-52.79828143720397,
2021-07-23 12:00:00,-59.07134219648367,
2021-07-23 13:30:00,-53.625671565240054,
2021-07-23 15:00:00,-50.07038732921819,
2021-07-23 15:30:30,-50.07038732921819,
2021-07-23 23:59:59,-52.07240522126244,w
2021-07-26 00:00:00,-56.527578401731034,
2021-07-26 10:00:00,-58.414686943897664,
2021-07-26 10:30:00,-54.08252813889135,
2021-07-26 12:00:00,-65.91349363721179,
2021-07-26 13:30:00,-73.48305055630851,
2021-07-26 15:00:00,-71.22884584612905,
2021-07-26 15:30:30,-71.22884584612905,
2021-07-26 23:59:59,-67.42417563677373,c
2021-07-27 00:00:00,-72.83444452190179,
2021-07-27 10:00:00,-80.63197354266788,
2021-07-27 10:30:00,-72.4048476424847,
2021-07-27 12:00:00,-68.3267876907214,
2021-07-27 13:30:00,-67.46908802123312,
2021-07-27 15:00:00,-66.88148662238905,
2021-07-27 15:30:30,-66.88148662238905,
2021-07-27 23:59:59,-65.33936920463691,c
2021-07-28 00:00:00,-55.35806642511261,
2021-07-28 10:00:00,-56.618389447380196,
2021-07-28 10:30:00,-56.94249149266,
2021-07-28 12:00:00,-39.61910784764075,
2021-07-28 13:30:00,-40.3802126409347,
2021-07-28 15:00:00,-46.69058901520157,
2021-07-28 15:30:30,-46.69058901520157,
2021-07-28 23:59:59,-42.53694786477615,c
2021-07-29 00:00:00,-51.11144026629108,
2021-07-29 10:00:00,-64.68078102074594,
2021-07-29 10:30:00,-55.1954108858273,
2021-07-29 12:00:00,-55.20861342382659,
2021-07-29 13:30:00,-56.20360008858597,
2021-07-29 15:00:00,-52.063887567132156,
2021-07-29 15:30:30,-52.063887567132156,
2021-07-29 23:59:59,-50.90807636739066,c
2021-07-30 00:00:00,-36.94684662230418,
2021-07-30 10:00:00,-41.54772247845199,
2021-07-30 10:30:00,-50.98767012714177,
2021-07-30 12:00:00,-53.57627290525738,
2021-07-30 13:30:00,-47.54027880041281,
2021-07-30 15:00:00,-43.845014572231435,
2021-07-30 15:30:30,-43.845014572231435,s
2021-07-30 23:59:59,-41.036702050493886,w
2021-08-02 00:00:00,-43.43209912768839,
2021-08-02 10:00:00,-18.154128112562262,
2021-08-02 10:30:00,-29.63274089312779,
2021-08-02 12:00:00,-34.73618416267334,
2021-08-02 13:30:00,-37.08400498613992,
2021-08-02 15:00:00,-31.03571479623554,
2021-08-02 15:30:30,-31.03571479623554,
2021-08-02 23:59:59,-29.158047807621074,c
2021-08-03 00:00:00,-25.88143300240222,
2021-08-03 10:00:00,-30.963754160740677,
2021-08-03 10:30:00,-31.033770391676626,
2021-08-03 12:00:00,-31.994960405373945,
2021-08-03 13:30:00,-35.89947881261253,
2021-08-03 15:00:00,-32.731425600538046,
2021-08-03 15:30:30,-32.731425600538046,
2021-08-03 23:59:59,-32.523848140931136,c
2021-08-04 00:00:00,-27.305478626812373,
2021-08-04 10:00:00,-35.02597859343962,
2021-08-04 10:30:00,-34.61986859991998,
2021-08-04 12:00:00,-39.44384646535116,
2021-08-04 13:30:00,-39.689737896404836,
2021-08-04 15:00:00,-39.79754986220382,
2021-08-04 15:30:30,-39.79754986220382,
2021-08-04 23:59:59,-37.87310773493164,c
2021-08-05 00:00:00,-51.35943617456178,
2021-08-05 10:00:00,-44.98272248318335,
2021-08-05 10:30:00,-47.4816032652144,
2021-08-05 12:00:00,-37.43816977349775,
2021-08-05 13:30:00,-41.60588289522491,
2021-08-05 15:00:00,-48.9917111701734,
2021-08-05 15:30:30,-48.9917111701734,
2021-08-05 23:59:59,-47.78804938337498,c
2021-08-06 00:00:00,-39.84736045197815,
2021-08-06 10:00:00,-37.854810834123896,
2021-08-06 10:30:00,-35.32272919798777,
2021-08-06 12:00:00,-34.76255901213608,
2021-08-06 13:30:00,-33.83740425562803,
2021-08-06 15:00:00,-31.502472145075444,
2021-08-06 15:30:30,-31.502472145075444,
2021-08-06 23:59:59,-34.467703318170834,w
2021-08-09 00:00:00,-27.88803900601124,
2021-08-09 10:00:00,-36.12160047030045,
2021-08-09 10:30:00,-35.321942479037034,
2021-08-09 12:00:00,-37.99775855072835,
2021-08-09 13:30:00,-38.57799216288015,
2021-08-09 15:00:00,-40.27068623727712,
2021-08-09 15:30:30,-40.27068623727712,
2021-08-09 23:59:59,-42.60266192516076,c
2021-08-10 00:00:00,-42.046129567511116,
2021-08-10 10:00:00,-44.92590171029963,
2021-08-10 10:30:00,-40.415512622633855,
2021-08-10 12:00:00,-43.042780634352994,
2021-08-10 13:30:00,-30.55045097416314,
2021-08-10 15:00:00,-25.64320758573126,
2021-08-10 15:30:30,-25.64320758573126,
