date,SDY_HEDGED_2023_Q1,meta
2022-12-20 00:00:00,80.25351920682539,
2022-12-20 10:00:00,100.22440854583347,
2022-12-20 10:30:00,89.89966037564054,
2022-12-20 12:00:00,84.55986241123864,
2022-12-20 13:30:00,83.74221653966475,
2022-12-20 15:00:00,86.9573634513349,
2022-12-20 15:30:30,86.9573634513349,
2022-12-20 23:59:59,90.19749164822595,c
2022-12-21 00:00:00,72.04922540714622,
2022-12-21 10:00:00,71.4754252895311,
2022-12-21 10:30:00,77.98541717491759,
2022-12-21 12:00:00,59.29966489565322,
2022-12-21 13:30:00,60.44495563450832,
2022-12-21 15:00:00,61.65357506632684,
2022-12-21 15:30:30,61.65357506632684,
2022-12-21 23:59:59,66.61039286116838,c
2022-12-22 00:00:00,58.90565604549357,
2022-12-22 10:00:00,54.68717720851271,
2022-12-22 10:30:00,53.35345370557526,
2022-12-22 12:00:00,68.36539953942989,
2022-12-22 13:30:00,75.93992531465511,
2022-12-22 15:00:00,74.15440521244851,
2022-12-22 15:30:30,74.15440521244851,
2022-12-22 23:59:59,76.31628345889284,c
2022-12-23 00:00:00,73.59246138217102,
2022-12-23 10:00:00,75.9621416010673,
2022-12-23 10:30:00,77.16287458816822,
2022-12-23 12:00:00,86.26200576428556,
2022-12-23 13:30:00,83.07751958188095,
2022-12-23 15:00:00,75.81064043463056,
2022-12-23 15:30:30,75.81064043463056,
2022-12-23 23:59:59,81.32860873908822,w
2022-12-26 00:00:00,81.32860873908822,
2022-12-26 10:00:00,81.32860873908822,
2022-12-26 10:30:00,81.32860873908822,
2022-12-26 12:00:00,81.32860873908822,
2022-12-26 13:30:00,81.32860873908822,
2022-12-26 15:00:00,81.32860873908822,
2022-12-26 15:30:30,81.32860873908822,
2022-12-26 23:59:59,81.32860873908822,c
2022-12-27 00:00:00,59.856176140295176,
2022-12-27 10:00:00,81.85491105543655,
2022-12-27 10:30:00,74.10082849634185,
2022-12-27 12:00:00,83.0626704786385,
2022-12-27 13:30:00,83.10341731536315,
2022-12-27 15:00:00,94.63458206618995,
2022-12-27 15:30:30,94.63458206618995,
2022-12-27 23:59:59,96.26562345010473,c
2022-12-28 00:00:00,76.38319329046448,
2022-12-28 10:00:00,97.85064738091927,
2022-12-28 10:30:00,103.65426201517133,
2022-12-28 12:00:00,102.55652077933792,
2022-12-28 13:30:00,101.23431845618984,
2022-12-28 15:00:00,105.53242109953936,
2022-12-28 15:30:30,105.53242109953936,
2022-12-28 23:59:59,114.20601839151959,c
2022-12-29 00:00:00,115.79456151733095,
2022-12-29 10:00:00,120.76238268386848,
2022-12-29 10:30:00,122.62961532485916,
