date,SCHH_2021_Q2,meta
2021-05-28 15:00:00,-537.4607951143203,
2021-05-28 15:30:30,-537.4607951143203,
2021-05-28 23:59:59,-526.4801754616681,w
2021-05-31 00:00:00,-526.4801754616681,
2021-05-31 10:00:00,-526.4801754616681,
2021-05-31 10:30:00,-526.4801754616681,
2021-05-31 12:00:00,-526.4801754616681,
2021-05-31 13:30:00,-526.4801754616681,
2021-05-31 15:00:00,-526.4801754616681,
2021-05-31 15:30:30,-526.4801754616681,s
2021-05-31 23:59:59,-526.4801754616681,c
2021-06-01 00:00:00,-511.36976457707215,
2021-06-01 10:00:00,-473.8980267636995,
2021-06-01 10:30:00,-486.2544218974808,
2021-06-01 12:00:00,-424.6240782567497,
2021-06-01 13:30:00,-406.3421204144347,
2021-06-01 15:00:00,-380.4486116544491,
2021-06-01 15:30:30,-380.4486116544491,
2021-06-01 23:59:59,-393.778452605546,c
2021-06-02 00:00:00,-380.37096839308686,
2021-06-02 10:00:00,-393.511935855234,
2021-06-02 10:30:00,-387.2413886557756,
2021-06-02 12:00:00,-347.6532903356622,
2021-06-02 13:30:00,-278.48354080780973,
2021-06-02 15:00:00,-242.32149525685236,
2021-06-02 15:30:30,-242.32149525685236,
2021-06-02 23:59:59,-279.861975881988,c
2021-06-03 00:00:00,-249.31662809944987,
2021-06-03 10:00:00,-276.24494589855067,
2021-06-03 10:30:00,-190.6835330147087,
2021-06-03 12:00:00,-201.5047532456581,
2021-06-03 13:30:00,-198.98398125119047,
2021-06-03 15:00:00,-242.71272658185694,
2021-06-03 15:30:30,-242.71272658185694,
2021-06-03 23:59:59,-279.10904783957426,c
2021-06-04 00:00:00,-257.6368966991888,
2021-06-04 10:00:00,-230.13874847166812,
2021-06-04 10:30:00,-252.0268801679656,
2021-06-04 12:00:00,-223.67809783130156,
2021-06-04 13:30:00,-223.01170266644522,
2021-06-04 15:00:00,-263.5692157776284,
2021-06-04 15:30:30,-263.5692157776284,
2021-06-04 23:59:59,-292.04490110548136,w
2021-06-07 00:00:00,-221.8375918122406,
2021-06-07 10:00:00,-155.8749862098864,
2021-06-07 10:30:00,-162.45786022221182,
2021-06-07 12:00:00,-172.4173410505939,
2021-06-07 13:30:00,-168.79149799099105,
2021-06-07 15:00:00,-209.418043193843,
2021-06-07 15:30:30,-209.418043193843,
2021-06-07 23:59:59,-211.97762268815336,c
2021-06-08 00:00:00,-194.14391526184613,
2021-06-08 10:00:00,-194.7378290263607,
2021-06-08 10:30:00,-177.80627840973807,
2021-06-08 12:00:00,-179.49945284799924,
2021-06-08 13:30:00,-134.69822247924867,
2021-06-08 15:00:00,-84.6544276002569,
2021-06-08 15:30:30,-84.6544276002569,
2021-06-08 23:59:59,-95.57855371885421,c
2021-06-09 00:00:00,7.637107516761262,
2021-06-09 10:00:00,8.108644213062234,
2021-06-09 10:30:00,46.94243720730606,
2021-06-09 12:00:00,11.77528403664428,
2021-06-09 13:30:00,9.223151871791742,
2021-06-09 15:00:00,13.128287405064611,
2021-06-09 15:30:30,13.128287405064611,
2021-06-09 23:59:59,-21.08754317731791,c
2021-06-10 00:00:00,7.91183803761146,
2021-06-10 10:00:00,-7.2149004910645544,
2021-06-10 10:30:00,-41.714148983085124,
2021-06-10 12:00:00,-66.67390332582522,
2021-06-10 13:30:00,-56.744582463437155,
2021-06-10 15:00:00,-78.20586532204379,
2021-06-10 15:30:30,-78.20586532204379,
2021-06-10 23:59:59,-68.95242156957124,c
2021-06-11 00:00:00,-59.65487433900648,
2021-06-11 10:00:00,-72.50223831092649,
2021-06-11 10:30:00,-84.99484133745091,
2021-06-11 12:00:00,-27.96783641749721,
2021-06-11 13:30:00,-11.406425584426643,
2021-06-11 15:00:00,-7.604180127427526,
2021-06-11 15:30:30,-7.604180127427526,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,23.48537221530796,
2021-06-14 10:00:00,28.63695282358185,
2021-06-14 10:30:00,59.64154546193299,
2021-06-14 12:00:00,63.34752147101699,
2021-06-14 13:30:00,36.80447007077896,
2021-06-14 15:00:00,9.750359248048198,
2021-06-14 15:30:30,9.750359248048198,
2021-06-14 23:59:59,-8.872775691915422,c
2021-06-15 00:00:00,-96.83162942497324,
2021-06-15 10:00:00,-109.41811911017771,
2021-06-15 10:30:00,-157.71812389881643,
2021-06-15 12:00:00,-138.82519200663114,
2021-06-15 13:30:00,-108.51072303203182,
2021-06-15 15:00:00,-136.81700610764096,
2021-06-15 15:30:30,-136.81700610764096,
2021-06-15 23:59:59,-160.67851661406098,c
2021-06-16 00:00:00,-251.36314055965227,
2021-06-16 10:00:00,-111.75988386679114,
2021-06-16 10:30:00,-106.95105286009652,
2021-06-16 12:00:00,-92.20551809669587,
2021-06-16 13:30:00,-95.37313040981621,
2021-06-16 15:00:00,-59.27931258350782,
2021-06-16 15:30:30,-59.27931258350782,
2021-06-16 23:59:59,-68.16828029714202,c
2021-06-17 00:00:00,-100.06421311209556,
2021-06-17 10:00:00,-9.974768931816016,
2021-06-17 10:30:00,-47.7349953828043,
2021-06-17 12:00:00,-108.34805816810695,
2021-06-17 13:30:00,-117.51791129512003,
2021-06-17 15:00:00,-121.1052583499104,
2021-06-17 15:30:30,-121.1052583499104,
2021-06-17 23:59:59,-147.5002950732246,c
2021-06-18 00:00:00,-136.46686141325654,
2021-06-18 10:00:00,-124.35699380946062,
2021-06-18 10:30:00,-132.20912990534498,
2021-06-18 12:00:00,-106.1028251015864,
2021-06-18 13:30:00,-92.03871058005711,
2021-06-18 15:00:00,-83.83792395314163,
2021-06-18 15:30:30,-83.83792395314163,
2021-06-18 23:59:59,-83.73732513051345,e
2021-06-21 00:00:00,-125.96452417097998,
2021-06-21 10:00:00,-136.9927917061459,
2021-06-21 10:30:00,-129.38456424238348,
2021-06-21 12:00:00,-114.55985561399575,
2021-06-21 13:30:00,-107.75034136288627,
2021-06-21 15:00:00,-90.58959509386659,
2021-06-21 15:30:30,-90.58959509386659,
2021-06-21 23:59:59,-93.52986514839085,c
2021-06-22 00:00:00,-152.320019954406,
2021-06-22 10:00:00,-163.09067857622767,
2021-06-22 10:30:00,-157.34611320503313,
2021-06-22 12:00:00,-162.04291900731937,
2021-06-22 13:30:00,-166.08193717745576,
2021-06-22 15:00:00,-197.5962975955024,
2021-06-22 15:30:30,-197.5962975955024,
2021-06-22 23:59:59,-206.87106752458294,c
2021-06-23 00:00:00,-219.94095455865863,
2021-06-23 10:00:00,-185.33516421750892,
2021-06-23 10:30:00,-191.02089449036316,
2021-06-23 12:00:00,-203.8981773131702,
2021-06-23 13:30:00,-178.36532270265707,
2021-06-23 15:00:00,-160.8021542681854,
2021-06-23 15:30:30,-160.8021542681854,
2021-06-23 23:59:59,-166.00399339180558,c
2021-06-24 00:00:00,-242.52302950403146,
2021-06-24 10:00:00,-228.43066421537992,
2021-06-24 10:30:00,-206.8538933468633,
2021-06-24 12:00:00,-174.41885167289797,
2021-06-24 13:30:00,-173.79153473817428,
2021-06-24 15:00:00,-142.82619498641088,
2021-06-24 15:30:30,-142.82619498641088,
2021-06-24 23:59:59,-142.56942422853717,c
2021-06-25 00:00:00,-143.7544265288352,
2021-06-25 10:00:00,-149.0441646201466,
2021-06-25 10:30:00,-127.56177829190392,
2021-06-25 12:00:00,-125.78948852551434,
2021-06-25 13:30:00,-110.7350477113082,
2021-06-25 15:00:00,-98.60856510029112,
2021-06-25 15:30:30,-98.60856510029112,
2021-06-25 23:59:59,-145.91465945272512,w
2021-06-28 00:00:00,-123.76315674432863,
2021-06-28 10:00:00,-171.99331425849573,
2021-06-28 10:30:00,-165.2726567142529,
2021-06-28 12:00:00,-203.7734408700171,
2021-06-28 13:30:00,-198.13230608565914,
2021-06-28 15:00:00,-169.2858869256229,
2021-06-28 15:30:30,-169.2858869256229,
2021-06-28 23:59:59,-164.13196148975953,c
2021-06-29 00:00:00,-174.29806903737494,
2021-06-29 10:00:00,-170.75066579392114,
2021-06-29 10:30:00,-158.12203315507463,
2021-06-29 12:00:00,-173.38961543018786,
2021-06-29 13:30:00,-204.2497460743034,
2021-06-29 15:00:00,-204.76830285724236,
2021-06-29 15:30:30,-204.76830285724236,
2021-06-29 23:59:59,-212.68768484327074,c
2021-06-30 00:00:00,-198.57465179183623,
2021-06-30 10:00:00,-216.69877842743517,
2021-06-30 10:30:00,-200.01070450146995,
2021-06-30 12:00:00,-179.00969467845607,
2021-06-30 13:30:00,-182.0154386252757,
2021-06-30 15:00:00,-181.1165363472919,
2021-06-30 15:30:30,-181.1165363472919,
2021-06-30 23:59:59,-197.91734866246816,c
2021-07-01 00:00:00,-188.0791884181608,
2021-07-01 10:00:00,-215.03672678378962,
2021-07-01 10:30:00,-198.24633451609338,
2021-07-01 12:00:00,-207.91281039217233,
2021-07-01 13:30:00,-209.5796023707544,
2021-07-01 15:00:00,-211.24547541020002,
2021-07-01 15:30:30,-211.24547541020002,
2021-07-01 23:59:59,-213.30479036935708,c
2021-07-02 00:00:00,-218.35871265670767,
2021-07-02 10:00:00,-221.8486502416199,
2021-07-02 10:30:00,-207.09382226092362,
2021-07-02 12:00:00,-195.71216407952988,
2021-07-02 13:30:00,-194.242645559342,
2021-07-02 15:00:00,-201.98524786648977,
2021-07-02 15:30:30,-201.98524786648977,
2021-07-02 23:59:59,-201.6413273363744,w
