date,AS_FTSE_AS_DM_MIGRATION_2021_Q4,meta
2021-11-02 20:00:00,201.29969899299977,
2021-11-02 23:00:00,33.40362949873088,
2021-11-02 23:59:59,-54.44406267852355,c
2021-11-03 00:00:00,-56.27666353857512,
2021-11-03 01:00:00,-51.26977041535065,
2021-11-03 02:30:00,-51.26977041535065,
2021-11-03 03:00:00,-51.26977041535065,
2021-11-03 18:30:00,-51.26977041535065,
2021-11-03 20:00:00,-51.26977041535065,
2021-11-03 23:00:00,136.27118191804038,
2021-11-03 23:59:59,309.5793616489882,c
2021-11-04 00:00:00,339.29408777988556,
2021-11-04 01:00:00,270.4469063990455,
2021-11-04 02:30:00,270.4469063990455,
2021-11-04 03:00:00,270.4469063990455,
2021-11-04 18:30:00,270.4469063990455,
2021-11-04 20:00:00,270.4469063990455,
2021-11-04 23:00:00,96.58423907415545,
2021-11-04 23:59:59,80.81569544923786,c
2021-11-05 00:00:00,410.01971174870414,
2021-11-05 01:00:00,401.5560201239023,
2021-11-05 02:30:00,401.5560201239023,
2021-11-05 03:00:00,401.5560201239023,
2021-11-05 18:30:00,401.5560201239023,
2021-11-05 20:00:00,401.5560201239023,
2021-11-05 23:00:00,401.5560201239023,
2021-11-05 23:59:59,475.19016652378104,w
2021-11-08 00:00:00,637.7837834613647,
2021-11-08 01:00:00,667.1933762350773,
2021-11-08 02:30:00,667.1933762350773,
2021-11-08 03:00:00,667.1933762350773,
2021-11-08 18:30:00,667.1933762350773,
2021-11-08 20:00:00,983.4007443390883,
2021-11-08 23:00:00,835.1467034401185,
2021-11-08 23:59:59,718.1938519127843,c
2021-11-09 00:00:00,711.8623940673269,
2021-11-09 01:00:00,779.8916520463599,
2021-11-09 02:30:00,779.8916520463599,
2021-11-09 03:00:00,779.8916520463599,
2021-11-09 18:30:00,779.8916520463599,
2021-11-09 20:00:00,536.0665294505006,
2021-11-09 23:00:00,357.9169697566931,
2021-11-09 23:59:59,180.6670189692759,c
2021-11-10 00:00:00,168.38627176005593,
2021-11-10 01:00:00,280.75886306299435,
2021-11-10 02:30:00,280.75886306299435,
2021-11-10 03:00:00,280.75886306299435,
2021-11-10 18:30:00,280.75886306299435,
2021-11-10 20:00:00,180.4642043148524,
2021-11-10 23:00:00,124.74870315448152,
2021-11-10 23:59:59,120.71055633402466,c
2021-11-11 00:00:00,62.51811493636069,
2021-11-11 01:00:00,402.87076798752423,
2021-11-11 02:30:00,402.87076798752423,
2021-11-11 03:00:00,402.87076798752423,
2021-11-11 18:30:00,402.87076798752423,
2021-11-11 20:00:00,220.0331457212933,
2021-11-11 23:00:00,402.29344852484246,
2021-11-11 23:59:59,320.7661666650656,c
2021-11-12 00:00:00,352.21120223940306,
2021-11-12 01:00:00,400.54902433922325,
2021-11-12 02:30:00,400.54902433922325,
2021-11-12 03:00:00,400.54902433922325,
2021-11-12 18:30:00,400.54902433922325,
2021-11-12 20:00:00,400.54902433922325,
2021-11-12 23:00:00,400.54902433922325,
2021-11-12 23:59:59,245.50787602868422,w
2021-11-15 00:00:00,-10.390196220906546,
2021-11-15 01:00:00,73.414118016266,
2021-11-15 02:30:00,73.414118016266,
2021-11-15 03:00:00,73.414118016266,
2021-11-15 18:30:00,73.414118016266,
2021-11-15 20:00:00,266.45250536249023,
2021-11-15 23:00:00,112.6860310680031,
2021-11-15 23:59:59,36.10971120455633,c
2021-11-16 00:00:00,21.46673639709479,
2021-11-16 01:00:00,108.10677573989506,
2021-11-16 02:30:00,108.10677573989506,
2021-11-16 03:00:00,108.10677573989506,
2021-11-16 18:30:00,108.10677573989506,
2021-11-16 20:00:00,154.11349212589448,
2021-11-16 23:00:00,22.397694106295603,
2021-11-16 23:59:59,-15.796026628471736,c
2021-11-17 00:00:00,-31.927000821993715,
2021-11-17 01:00:00,-31.942919436045486,
2021-11-17 02:30:00,-31.942919436045486,
2021-11-17 03:00:00,-31.942919436045486,
2021-11-17 18:30:00,-31.942919436045486,
2021-11-17 20:00:00,-31.942919436045486,
2021-11-17 23:00:00,-10.993195273059428,
2021-11-17 23:59:59,25.65833261055468,c
2021-11-18 00:00:00,19.54754346160371,
2021-11-18 01:00:00,5.692478223701073,
2021-11-18 02:30:00,5.692478223701073,
2021-11-18 03:00:00,5.692478223701073,
2021-11-18 18:30:00,5.692478223701073,
2021-11-18 20:00:00,-130.95384005892174,
2021-11-18 23:00:00,-130.72980633461157,
2021-11-18 23:59:59,-110.1521611062708,c
2021-11-19 00:00:00,-101.0033492681323,
2021-11-19 01:00:00,-14.586447443371071,
2021-11-19 02:30:00,-14.586447443371071,
2021-11-19 03:00:00,-14.586447443371071,
2021-11-19 18:30:00,-14.586447443371071,
2021-11-19 20:00:00,-14.586447443371071,
2021-11-19 23:00:00,-14.586447443371071,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,-163.26588244706545,
2021-11-22 01:00:00,-108.00769753905297,
2021-11-22 02:30:00,-108.00769753905297,
2021-11-22 03:00:00,-108.00769753905297,
2021-11-22 18:30:00,-108.00769753905297,
2021-11-22 20:00:00,-29.091164492069765,
2021-11-22 23:00:00,-2.7203504006556614,
2021-11-22 23:59:59,-58.23953641307162,c
2021-11-23 00:00:00,-106.2806832317765,
2021-11-23 01:00:00,-67.91691983580313,
2021-11-23 02:30:00,-67.91691983580313,
2021-11-23 03:00:00,-67.91691983580313,
2021-11-23 18:30:00,-67.91691983580313,
2021-11-23 20:00:00,-76.21259539763469,
2021-11-23 23:00:00,28.431622991442964,
2021-11-23 23:59:59,11.801854092611393,c
2021-11-24 00:00:00,-18.90810002998296,
2021-11-24 01:00:00,9.392843627709226,
2021-11-24 02:30:00,9.392843627709226,
2021-11-24 03:00:00,9.392843627709226,
2021-11-24 18:30:00,9.392843627709226,
2021-11-24 20:00:00,-101.90334617431381,
2021-11-24 23:00:00,-103.53807769804644,
2021-11-24 23:59:59,-147.32509488416326,c
2021-11-25 00:00:00,-177.09098145653024,
2021-11-25 01:00:00,-226.91419642411802,
2021-11-25 02:30:00,-226.91419642411802,
2021-11-25 03:00:00,-226.91419642411802,
2021-11-25 18:30:00,-226.91419642411802,
2021-11-25 20:00:00,-383.4677096438145,
2021-11-25 23:00:00,-418.2552517103977,
2021-11-25 23:59:59,-509.63083254655703,c
2021-11-26 00:00:00,-499.610716553505,
2021-11-26 01:00:00,-440.6564744696652,
2021-11-26 02:30:00,-440.6564744696652,
2021-11-26 03:00:00,-440.6564744696652,
2021-11-26 18:30:00,-440.6564744696652,
2021-11-26 20:00:00,-440.6564744696652,
2021-11-26 23:00:00,-440.6564744696652,
2021-11-26 23:59:59,-463.1046246743663,w
2021-11-29 00:00:00,-410.23857071868133,
2021-11-29 01:00:00,-449.014537399672,
2021-11-29 02:30:00,-449.014537399672,
2021-11-29 03:00:00,-449.014537399672,
2021-11-29 18:30:00,-449.014537399672,
2021-11-29 20:00:00,-148.73317749386752,
2021-11-29 23:00:00,-169.5541164258866,
2021-11-29 23:59:59,-40.5652017337834,c
2021-11-30 00:00:00,-21.716334419039413,
2021-11-30 01:00:00,-317.82992518012,
2021-11-30 02:30:00,-317.82992518012,
2021-11-30 03:00:00,-317.82992518012,
2021-11-30 18:30:00,-317.82992518012,
2021-11-30 20:00:00,-897.376942491016,
2021-11-30 23:00:00,-798.8188760156054,
2021-11-30 23:59:59,-716.107867088891,c
2021-12-01 00:00:00,-606.4818599423979,
2021-12-01 01:00:00,-627.7544173019596,
2021-12-01 02:30:00,-627.7544173019596,
2021-12-01 03:00:00,-627.7544173019596,
2021-12-01 18:30:00,-627.7544173019596,
2021-12-01 20:00:00,-1114.3639895329688,
2021-12-01 23:00:00,-665.3207258502853,
2021-12-01 23:59:59,-786.1233355797813,c
2021-12-02 00:00:00,-792.313041075171,
2021-12-02 01:00:00,-710.9373820791889,
2021-12-02 02:30:00,-710.9373820791889,
2021-12-02 03:00:00,-710.9373820791889,
2021-12-02 18:30:00,-710.9373820791889,
2021-12-02 20:00:00,-76.89290097223693,
2021-12-02 23:00:00,136.40637839376086,
2021-12-02 23:59:59,169.5505165917657,c
2021-12-03 00:00:00,151.14832723485597,
2021-12-03 01:00:00,-30.5624029639157,
2021-12-03 02:30:00,-30.5624029639157,
2021-12-03 03:00:00,-30.5624029639157,
2021-12-03 18:30:00,-30.5624029639157,
2021-12-03 20:00:00,-30.5624029639157,
2021-12-03 23:00:00,-30.5624029639157,
2021-12-03 23:59:59,69.74384985919096,w
2021-12-06 00:00:00,90.57415275299263,
2021-12-06 01:00:00,55.791593229371756,
2021-12-06 02:30:00,55.791593229371756,
2021-12-06 03:00:00,55.791593229371756,
2021-12-06 18:30:00,55.791593229371756,
2021-12-06 20:00:00,199.04807273818278,
2021-12-06 23:00:00,23.39328439608289,
2021-12-06 23:59:59,-296.3133554256174,c
2021-12-07 00:00:00,-320.69875582672194,
2021-12-07 01:00:00,-229.3982610092462,
2021-12-07 02:30:00,-229.3982610092462,
2021-12-07 03:00:00,-229.3982610092462,
2021-12-07 18:30:00,-229.3982610092462,
2021-12-07 20:00:00,-191.26736668769718,
2021-12-07 23:00:00,-324.938900306307,
2021-12-07 23:59:59,-359.9801136676706,c
2021-12-08 00:00:00,-312.8166993530376,
2021-12-08 01:00:00,-312.20448863512956,
2021-12-08 02:30:00,-312.20448863512956,
2021-12-08 03:00:00,-312.20448863512956,
2021-12-08 18:30:00,-312.20448863512956,
2021-12-08 20:00:00,-165.65426955495332,
2021-12-08 23:00:00,-226.254916623162,
2021-12-08 23:59:59,-237.54701521467814,c
2021-12-09 00:00:00,-223.13173982035914,
2021-12-09 01:00:00,-266.2406704699424,
2021-12-09 02:30:00,-266.2406704699424,
2021-12-09 03:00:00,-266.2406704699424,
2021-12-09 18:30:00,-266.2406704699424,
2021-12-09 20:00:00,-209.8475166731314,
2021-12-09 23:00:00,-163.84023795208668,
2021-12-09 23:59:59,-208.81972458841665,c
2021-12-10 00:00:00,-262.9035215305148,
2021-12-10 01:00:00,-290.4045109732633,
2021-12-10 02:30:00,-290.4045109732633,
2021-12-10 03:00:00,-290.4045109732633,
2021-12-10 18:30:00,-290.4045109732633,
2021-12-10 20:00:00,-290.4045109732633,
2021-12-10 23:00:00,-290.4045109732633,
2021-12-10 23:59:59,-321.88766550789387,w
2021-12-13 00:00:00,-423.37699141323355,
2021-12-13 01:00:00,-431.69817810463246,
2021-12-13 02:30:00,-431.69817810463246,
2021-12-13 03:00:00,-431.69817810463246,
2021-12-13 18:30:00,-431.69817810463246,
2021-12-13 20:00:00,-410.4704577859238,
2021-12-13 23:00:00,-412.9786434643438,
2021-12-13 23:59:59,-391.38492174811654,c
2021-12-14 00:00:00,-422.996371764375,
2021-12-14 01:00:00,-416.40556758391267,
2021-12-14 02:30:00,-416.40556758391267,
2021-12-14 03:00:00,-416.40556758391267,
2021-12-14 18:30:00,-416.40556758391267,
2021-12-14 20:00:00,-374.6823598761821,
2021-12-14 23:00:00,-408.52465420830777,
2021-12-14 23:59:59,-394.1588413051213,c
2021-12-15 00:00:00,-406.66040721106583,
2021-12-15 01:00:00,-443.7252239844838,
2021-12-15 02:30:00,-443.7252239844838,
2021-12-15 03:00:00,-443.7252239844838,
2021-12-15 18:30:00,-443.7252239844838,
2021-12-15 20:00:00,-168.13547881010527,
2021-12-15 23:00:00,-199.19210933503018,
2021-12-15 23:59:59,-259.2403694835566,c
2021-12-16 00:00:00,-234.74791212986474,
2021-12-16 01:00:00,-260.1703348731389,
2021-12-16 02:30:00,-260.1703348731389,
2021-12-16 03:00:00,-260.1703348731389,
2021-12-16 18:30:00,-260.1703348731389,
2021-12-16 20:00:00,-188.42362135612893,
2021-12-16 23:00:00,-150.8243277644351,
2021-12-16 23:59:59,-156.0902598150151,c
2021-12-17 00:00:00,-170.13440942230955,
2021-12-17 01:00:00,-194.21417039204425,
2021-12-17 02:30:00,-194.21417039204425,
2021-12-17 03:00:00,-194.21417039204425,
2021-12-17 18:30:00,-194.21417039204425,
2021-12-17 20:00:00,-194.21417039204425,
2021-12-17 23:00:00,-194.21417039204425,
2021-12-17 23:59:59,31.220013803074835,e
2021-12-20 00:00:00,-7.637971570087757,
2021-12-20 01:00:00,43.54228109807718,
2021-12-20 02:30:00,43.54228109807718,
2021-12-20 03:00:00,43.54228109807718,
2021-12-20 18:30:00,43.54228109807718,
2021-12-20 20:00:00,-46.95338315717618,
2021-12-20 23:00:00,31.508337781585396,
2021-12-20 23:59:59,-30.224533264574347,c
2021-12-21 00:00:00,-49.12285685775714,
2021-12-21 01:00:00,-90.09614094457902,
2021-12-21 02:30:00,-90.09614094457902,
2021-12-21 03:00:00,-90.09614094457902,
2021-12-21 18:30:00,-90.09614094457902,
2021-12-21 20:00:00,-216.31656200106318,
2021-12-21 23:00:00,-244.8051020964458,
2021-12-21 23:59:59,-172.04253996653824,c
2021-12-22 00:00:00,-119.95908294079072,
2021-12-22 01:00:00,-159.08940852305568,
2021-12-22 02:30:00,-159.08940852305568,
2021-12-22 03:00:00,-159.08940852305568,
2021-12-22 18:30:00,-159.08940852305568,
2021-12-22 20:00:00,-141.0723246177713,
2021-12-22 23:00:00,-226.62841498588568,
2021-12-22 23:59:59,-200.4067223481934,c
2021-12-23 00:00:00,-174.96419961859647,
2021-12-23 01:00:00,-175.6650281094744,
2021-12-23 02:30:00,-175.6650281094744,
2021-12-23 03:00:00,-175.6650281094744,
2021-12-23 18:30:00,-175.6650281094744,
2021-12-23 20:00:00,-306.388563681754,
2021-12-23 23:00:00,-336.470990165727,
2021-12-23 23:59:59,-344.8597766099274,c
2021-12-24 00:00:00,-317.85048589687176,
2021-12-24 01:00:00,-284.6494973124409,
2021-12-24 02:30:00,-284.6494973124409,
2021-12-24 03:00:00,-284.6494973124409,
2021-12-24 18:30:00,-284.6494973124409,
2021-12-24 20:00:00,-284.6494973124409,
2021-12-24 23:00:00,-284.6494973124409,
2021-12-24 23:59:59,-264.3683260008347,w
2021-12-27 00:00:00,-104.6101552113505,
2021-12-27 01:00:00,-105.02888424838329,
2021-12-27 02:30:00,-105.02888424838329,
2021-12-27 03:00:00,-105.02888424838329,
2021-12-27 18:30:00,-105.02888424838329,
2021-12-27 20:00:00,84.50329840985523,
2021-12-27 23:00:00,64.60921748237251,
2021-12-27 23:59:59,205.5067175929007,c
2021-12-28 00:00:00,228.24439795032777,
2021-12-28 01:00:00,312.51724979148094,
2021-12-28 02:30:00,312.51724979148094,
2021-12-28 03:00:00,312.51724979148094,
2021-12-28 18:30:00,312.51724979148094,
2021-12-28 20:00:00,565.5325212829403,
2021-12-28 23:00:00,468.3550645022651,
2021-12-28 23:59:59,493.9325115493548,c
2021-12-29 00:00:00,572.6867965229603,
2021-12-29 01:00:00,580.5455779156428,
2021-12-29 02:30:00,580.5455779156428,
2021-12-29 03:00:00,580.5455779156428,
2021-12-29 18:30:00,580.5455779156428,
2021-12-29 20:00:00,444.192551897484,
2021-12-29 23:00:00,427.6017877201075,
2021-12-29 23:59:59,347.5360580493916,c
2021-12-30 00:00:00,326.52863284322393,
2021-12-30 01:00:00,291.1192164934473,
2021-12-30 02:30:00,291.1192164934473,
2021-12-30 03:00:00,291.1192164934473,
2021-12-30 18:30:00,291.1192164934473,
2021-12-30 20:00:00,291.1192164934473,
2021-12-30 23:00:00,291.1192164934473,
2021-12-30 23:59:59,276.95971653365814,c
2021-12-31 00:00:00,276.95971653365814,
2021-12-31 01:00:00,276.95971653365814,
2021-12-31 02:30:00,276.95971653365814,
2021-12-31 03:00:00,276.95971653365814,
2021-12-31 18:30:00,276.95971653365814,
2021-12-31 20:00:00,276.95971653365814,
2021-12-31 23:00:00,276.95971653365814,
2021-12-31 23:59:59,276.95971653365814,w
2022-01-03 00:00:00,210.6153087167686,
2022-01-03 01:00:00,268.10795762966336,
2022-01-03 02:30:00,268.10795762966336,
2022-01-03 03:00:00,268.10795762966336,
2022-01-03 18:30:00,268.10795762966336,
2022-01-03 20:00:00,128.88182857082757,
2022-01-03 23:00:00,-77.17880679933842,
2022-01-03 23:59:59,-66.66751385149473,c
2022-01-04 00:00:00,-91.39858204932807,
2022-01-04 01:00:00,26.230656456536963,
2022-01-04 02:30:00,26.230656456536963,
2022-01-04 03:00:00,26.230656456536963,
2022-01-04 18:30:00,26.230656456536963,
2022-01-04 20:00:00,-85.75808830270671,
2022-01-04 23:00:00,-156.22499144997983,
2022-01-04 23:59:59,-157.79771455387709,c
2022-01-05 00:00:00,-187.4542350536467,
2022-01-05 01:00:00,-116.17515692314828,
2022-01-05 02:30:00,-116.17515692314828,
2022-01-05 03:00:00,-116.17515692314828,
2022-01-05 18:30:00,-116.17515692314828,
2022-01-05 20:00:00,-55.2570922985451,
2022-01-05 23:00:00,-72.84763603312513,
2022-01-05 23:59:59,-144.24454661099662,c
2022-01-06 00:00:00,-239.5015575034531,
2022-01-06 01:00:00,-276.7905283024111,
2022-01-06 02:30:00,-276.7905283024111,
2022-01-06 03:00:00,-276.7905283024111,
2022-01-06 18:30:00,-276.7905283024111,
2022-01-06 20:00:00,-47.12307815112399,
2022-01-06 23:00:00,-93.30152696242385,
2022-01-06 23:59:59,-100.79962185530076,c
2022-01-07 00:00:00,-80.12643472696072,
2022-01-07 01:00:00,-67.90328340881297,
2022-01-07 02:30:00,-67.90328340881297,
2022-01-07 03:00:00,-67.90328340881297,
2022-01-07 18:30:00,-67.90328340881297,
2022-01-07 20:00:00,-67.90328340881297,
2022-01-07 23:00:00,-67.90328340881297,
2022-01-07 23:59:59,30.85473996595647,w
