date,AS_FTSE_DM_SC_2022_Q4,meta
2022-10-07 00:00:00,401.68679430175325,
2022-10-07 01:00:00,328.6182763023244,
2022-10-07 02:30:00,328.6182763023244,
2022-10-07 03:00:00,328.6182763023244,
2022-10-07 18:30:00,328.6182763023244,
2022-10-07 20:00:00,328.6182763023244,
2022-10-07 23:00:00,328.6182763023244,
2022-10-07 23:59:59,318.7384905827994,w
2022-10-10 00:00:00,292.681929854758,
2022-10-10 01:00:00,282.5302808913066,
2022-10-10 02:30:00,282.5302808913066,
2022-10-10 03:00:00,282.5302808913066,
2022-10-10 18:30:00,283.0617755278863,
2022-10-10 20:00:00,274.13247655879604,
2022-10-10 23:00:00,167.6742217317742,
2022-10-10 23:59:59,163.30709162966195,c
2022-10-11 00:00:00,121.86145870034852,
2022-10-11 01:00:00,101.07533320049879,
2022-10-11 02:30:00,101.07533320049879,
2022-10-11 03:00:00,101.07533320049879,
2022-10-11 18:30:00,112.77691286099798,
2022-10-11 20:00:00,95.80862769187479,
2022-10-11 23:00:00,56.46112890239783,
2022-10-11 23:59:59,85.32194029615403,c
2022-10-12 00:00:00,93.47396433637914,
2022-10-12 01:00:00,117.56658052255807,
2022-10-12 02:30:00,117.56658052255807,
2022-10-12 03:00:00,117.56658052255807,
2022-10-12 18:30:00,147.6684460004244,
2022-10-12 20:00:00,134.50074582581692,
2022-10-12 23:00:00,33.61100953936966,
2022-10-12 23:59:59,94.56434493336565,c
2022-10-13 00:00:00,79.99598725862324,
2022-10-13 01:00:00,73.00304333665281,
2022-10-13 02:30:00,73.00304333665281,
2022-10-13 03:00:00,73.00304333665281,
2022-10-13 18:30:00,96.17296165272091,
2022-10-13 20:00:00,102.96357370590704,
2022-10-13 23:00:00,117.65198383203551,
2022-10-13 23:59:59,144.10365905345407,c
2022-10-14 00:00:00,211.39475361433233,
2022-10-14 01:00:00,192.41836417373634,
2022-10-14 02:30:00,192.41836417373634,
2022-10-14 03:00:00,192.41836417373634,
2022-10-14 18:30:00,192.41836417373634,
2022-10-14 20:00:00,192.41836417373634,
2022-10-14 23:00:00,192.41836417373634,
2022-10-14 23:59:59,165.0635367631894,w
2022-10-17 00:00:00,155.18752487948132,
2022-10-17 01:00:00,155.79215502376428,
2022-10-17 02:30:00,155.79215502376428,
2022-10-17 03:00:00,155.79215502376428,
2022-10-17 18:30:00,175.06202768190724,
2022-10-17 20:00:00,191.104987068863,
2022-10-17 23:00:00,76.72368707456735,
2022-10-17 23:59:59,102.96898542493273,c
2022-10-18 00:00:00,160.23094358882372,
2022-10-18 01:00:00,187.84882068925344,
2022-10-18 02:30:00,187.84882068925344,
2022-10-18 03:00:00,187.84882068925344,
2022-10-18 18:30:00,186.77251096236523,
2022-10-18 20:00:00,184.29445062864033,
2022-10-18 23:00:00,130.63371966333943,
2022-10-18 23:59:59,86.05929200254286,c
2022-10-19 00:00:00,93.121741563863,
2022-10-19 01:00:00,61.25891033436346,
2022-10-19 02:30:00,61.25891033436346,
2022-10-19 03:00:00,61.25891033436346,
2022-10-19 18:30:00,-0.6043736517858633,
2022-10-19 20:00:00,0.8723896209467057,
2022-10-19 23:00:00,-62.82269084256404,
2022-10-19 23:59:59,-87.33990464968156,c
2022-10-20 00:00:00,-83.07986205499219,
2022-10-20 01:00:00,-54.521882365959755,
2022-10-20 02:30:00,-54.521882365959755,
2022-10-20 03:00:00,-54.521882365959755,
2022-10-20 18:30:00,-65.59997069345172,
2022-10-20 20:00:00,-66.94993251845062,
2022-10-20 23:00:00,-171.96907297120106,
2022-10-20 23:59:59,-155.12335155914752,c
2022-10-21 00:00:00,-156.08865670600244,
2022-10-21 01:00:00,-182.86545266988105,
2022-10-21 02:30:00,-182.86545266988105,
2022-10-21 03:00:00,-182.86545266988105,
2022-10-21 18:30:00,-182.86545266988105,
2022-10-21 20:00:00,-182.86545266988105,
2022-10-21 23:00:00,-182.86545266988105,
2022-10-21 23:59:59,-167.23460160797185,w
2022-10-24 00:00:00,-182.45674766880438,
2022-10-24 01:00:00,-169.091314738067,
2022-10-24 02:30:00,-169.091314738067,
2022-10-24 03:00:00,-169.091314738067,
2022-10-24 18:30:00,-194.90419557726182,
2022-10-24 20:00:00,-183.29417912454028,
2022-10-24 23:00:00,-249.2293327583393,
2022-10-24 23:59:59,-188.77495596169774,c
2022-10-25 00:00:00,-187.41138301219235,
2022-10-25 01:00:00,-147.76833569178598,
2022-10-25 02:30:00,-147.76833569178598,
2022-10-25 03:00:00,-147.76833569178598,
2022-10-25 18:30:00,-160.52992252850527,
2022-10-25 20:00:00,-163.2902428016714,
2022-10-25 23:00:00,-143.05213392525184,
2022-10-25 23:59:59,-154.7642278670246,c
2022-10-26 00:00:00,-125.60228165513035,
2022-10-26 01:00:00,-156.72417266944558,
2022-10-26 02:30:00,-156.72417266944558,
2022-10-26 03:00:00,-156.72417266944558,
2022-10-26 18:30:00,-146.21312336372648,
2022-10-26 20:00:00,-152.29412482548014,
2022-10-26 23:00:00,-173.20155702408647,
2022-10-26 23:59:59,-164.121880149165,c
2022-10-27 00:00:00,-159.37049888974616,
2022-10-27 01:00:00,-143.99260707340454,
2022-10-27 02:30:00,-143.99260707340454,
2022-10-27 03:00:00,-143.99260707340454,
2022-10-27 18:30:00,-107.11769358446054,
2022-10-27 20:00:00,-93.80512830320004,
2022-10-27 23:00:00,-34.500816868180664,
2022-10-27 23:59:59,-42.86122395950406,c
2022-10-28 00:00:00,-65.2094018240914,
2022-10-28 01:00:00,-71.77254696845466,
2022-10-28 02:30:00,-71.77254696845466,
2022-10-28 03:00:00,-71.77254696845466,
2022-10-28 18:30:00,-71.77254696845466,
2022-10-28 20:00:00,-71.77254696845466,
2022-10-28 23:00:00,-71.77254696845466,
2022-10-28 23:59:59,-69.06984238044424,w
2022-10-31 00:00:00,24.96845070393738,
2022-10-31 01:00:00,47.19041918537914,
2022-10-31 02:30:00,47.19041918537914,
2022-10-31 03:00:00,47.19041918537914,
2022-10-31 18:30:00,57.017095964373766,
2022-10-31 20:00:00,78.39289977150838,
2022-10-31 23:00:00,150.22418244071196,
2022-10-31 23:59:59,131.8616929339869,c
2022-11-01 00:00:00,155.97672463597428,
2022-11-01 01:00:00,141.53434481672957,
2022-11-01 02:30:00,141.53434481672957,
2022-11-01 03:00:00,141.53434481672957,
2022-11-01 18:30:00,179.51428350962215,
2022-11-01 20:00:00,185.72049956871797,
2022-11-01 23:00:00,117.5291565948537,
