date,AS_ICLN_2022_Q3,meta
2022-06-10 00:00:00,-613.585385261476,
2022-06-10 01:00:00,-620.5970125153567,
2022-06-10 02:30:00,-613.5390630851707,
2022-06-10 03:00:00,-594.2158968541144,
2022-06-10 18:30:00,-594.2158968541144,
2022-06-10 20:00:00,-594.2158968541144,
2022-06-10 23:00:00,-594.2158968541144,
2022-06-10 23:59:59,-611.0466782568401,w
2022-06-13 00:00:00,-443.32821853530004,
2022-06-13 01:00:00,-436.5245720928051,
2022-06-13 02:30:00,-363.4006531157479,
2022-06-13 03:00:00,-382.82598031241105,
2022-06-13 18:30:00,-379.58841040563175,
2022-06-13 20:00:00,-379.37245798614913,
2022-06-13 23:00:00,-253.75943454765047,
2022-06-13 23:59:59,-254.63914753900463,c
2022-06-14 00:00:00,-233.7652713703019,
2022-06-14 01:00:00,-260.3693342053939,
2022-06-14 02:30:00,-360.69744574741844,
2022-06-14 03:00:00,-370.31821705294306,
2022-06-14 18:30:00,-346.4918383597478,
2022-06-14 20:00:00,-341.6407085640135,
2022-06-14 23:00:00,-279.9174043428138,
2022-06-14 23:59:59,-283.32688497862,c
2022-06-15 00:00:00,-270.77654608630337,
2022-06-15 01:00:00,-277.5328218842765,
2022-06-15 02:30:00,-255.1203875938013,
2022-06-15 03:00:00,-230.62387437354937,
2022-06-15 18:30:00,-241.5501930502055,
2022-06-15 20:00:00,-240.1783382435874,
2022-06-15 23:00:00,-303.3783490589258,
2022-06-15 23:59:59,-262.2190762768905,c
2022-06-16 00:00:00,-262.7545773914462,
2022-06-16 01:00:00,-240.0423135906608,
2022-06-16 02:30:00,-193.73540178517987,
2022-06-16 03:00:00,-176.3603628232845,
2022-06-16 18:30:00,-188.3404119793954,
2022-06-16 20:00:00,-183.96433181403563,
2022-06-16 23:00:00,-254.33748892307494,
2022-06-16 23:59:59,-297.380743944866,c
2022-06-17 00:00:00,-249.86732390200268,
2022-06-17 01:00:00,-263.6327075885206,
2022-06-17 02:30:00,-256.218823256223,
2022-06-17 03:00:00,-260.27633760409026,
2022-06-17 18:30:00,-260.27633760409026,
2022-06-17 20:00:00,-260.27633760409026,
2022-06-17 23:00:00,-260.27633760409026,
2022-06-17 23:59:59,-219.79856782646812,w
2022-06-20 00:00:00,-289.6146044774523,
2022-06-20 01:00:00,-276.21821169495024,
2022-06-20 02:30:00,-306.02152022782093,
2022-06-20 03:00:00,-305.13251096910744,
2022-06-20 18:30:00,-295.1228357885775,
2022-06-20 20:00:00,-294.6516556094016,
2022-06-20 23:00:00,-276.29539482333075,
2022-06-20 23:59:59,-370.0431699474011,c
2022-06-21 00:00:00,-392.0544805329737,
2022-06-21 01:00:00,-396.3317118452924,
2022-06-21 02:30:00,-337.85534496733044,
2022-06-21 03:00:00,-341.8248108923244,
2022-06-21 18:30:00,-349.8354314766839,
2022-06-21 20:00:00,-350.7766597427367,
2022-06-21 23:00:00,-294.88943839716467,
2022-06-21 23:59:59,-260.6673196124034,c
2022-06-22 00:00:00,-255.22639079475675,
2022-06-22 01:00:00,-249.8506656136342,
2022-06-22 02:30:00,-183.85761827712577,
2022-06-22 03:00:00,-183.98980358450626,
2022-06-22 18:30:00,-174.29384953465797,
2022-06-22 20:00:00,-172.51999712548468,
2022-06-22 23:00:00,-153.6223694442383,
2022-06-22 23:59:59,-119.39216169250722,c
2022-06-23 00:00:00,-99.22671840997782,
2022-06-23 01:00:00,-103.03251482903943,
2022-06-23 02:30:00,-121.42607213096062,
2022-06-23 03:00:00,-117.92301836683873,
2022-06-23 18:30:00,-117.92301836683873,
2022-06-23 20:00:00,-117.92301836683873,
2022-06-23 23:00:00,-270.2117655053021,
2022-06-23 23:59:59,-264.17638465908067,c
2022-06-24 00:00:00,-309.62644623302776,
2022-06-24 01:00:00,-310.82172444900516,
2022-06-24 02:30:00,-312.42017569818427,
2022-06-24 03:00:00,-311.13663475832436,
2022-06-24 18:30:00,-311.13663475832436,
2022-06-24 20:00:00,-311.13663475832436,
2022-06-24 23:00:00,-311.13663475832436,
2022-06-24 23:59:59,-326.15234898669087,w
2022-06-27 00:00:00,-216.82466370577322,
2022-06-27 01:00:00,-207.0635994162667,
2022-06-27 02:30:00,-115.2994651993954,
2022-06-27 03:00:00,-103.97429037542224,
2022-06-27 18:30:00,-107.75452760765984,
2022-06-27 20:00:00,-105.57967041556685,
2022-06-27 23:00:00,-51.627013880804725,
2022-06-27 23:59:59,-45.87314006984616,c
2022-06-28 00:00:00,-69.86646925558352,
2022-06-28 01:00:00,-68.45591156197679,
2022-06-28 02:30:00,-131.72080067737397,
2022-06-28 03:00:00,-137.59001720414517,
2022-06-28 18:30:00,-155.0523785681953,
2022-06-28 20:00:00,-156.92039641510655,
2022-06-28 23:00:00,-215.07117661819802,
2022-06-28 23:59:59,-183.20043718173974,c
2022-06-29 00:00:00,-132.31803720179505,
2022-06-29 01:00:00,-128.20711763981353,
2022-06-29 02:30:00,-126.29138258915282,
2022-06-29 03:00:00,-90.58608818477478,
2022-06-29 18:30:00,-121.34634438680314,
2022-06-29 20:00:00,-126.65741107243412,
2022-06-29 23:00:00,-155.19041489879237,
2022-06-29 23:59:59,-172.93244963019333,c
2022-06-30 00:00:00,-159.67931288493173,
2022-06-30 01:00:00,-139.99120530707614,
2022-06-30 02:30:00,-102.75527004545529,
2022-06-30 03:00:00,-117.30943293342307,
2022-06-30 18:30:00,-167.49712865974834,
2022-06-30 20:00:00,-164.00839387666883,
2022-06-30 23:00:00,-142.85689764237122,
2022-06-30 23:59:59,-135.72210234490922,c
2022-07-01 00:00:00,-151.999797805885,
2022-07-01 01:00:00,-148.54497591414747,
2022-07-01 02:30:00,-148.54497591414747,
2022-07-01 03:00:00,-148.54497591414747,
2022-07-01 18:30:00,-148.54497591414747,
2022-07-01 20:00:00,-148.54497591414747,
2022-07-01 23:00:00,-148.54497591414747,
2022-07-01 23:59:59,-160.5579788889272,w
2022-07-04 00:00:00,45.92859822529567,
2022-07-04 01:00:00,55.54763183284217,
2022-07-04 02:30:00,43.35465598580777,
2022-07-04 03:00:00,22.703047954230897,
2022-07-04 18:30:00,40.82499721564682,
2022-07-04 20:00:00,42.96615412198935,
2022-07-04 23:00:00,-66.55512640276515,
2022-07-04 23:59:59,-89.64691397828392,c
2022-07-05 00:00:00,-92.03845375217588,
2022-07-05 01:00:00,-93.93442366858653,
2022-07-05 02:30:00,-59.25798921847604,
2022-07-05 03:00:00,-75.84686803471459,
2022-07-05 18:30:00,-80.1549910433016,
2022-07-05 20:00:00,-83.46514431077367,
2022-07-05 23:00:00,-109.01209396174545,
2022-07-05 23:59:59,-123.15813317374204,c
2022-07-06 00:00:00,-97.30047183030865,
2022-07-06 01:00:00,-79.60843702750458,
2022-07-06 02:30:00,-22.731922753652952,
2022-07-06 03:00:00,-42.32662162281281,
2022-07-06 18:30:00,-63.804210854876146,
2022-07-06 20:00:00,-63.06521291855438,
2022-07-06 23:00:00,-54.794721950132725,
2022-07-06 23:59:59,-46.29625628822032,c
2022-07-07 00:00:00,-68.78416206579232,
2022-07-07 01:00:00,-101.22753469036707,
2022-07-07 02:30:00,-76.34006854740255,
2022-07-07 03:00:00,-81.49784616622992,
2022-07-07 18:30:00,-75.57973039931085,
2022-07-07 20:00:00,-74.43379159747337,
2022-07-07 23:00:00,3.940385988381877,
2022-07-07 23:59:59,42.738589859462536,c
2022-07-08 00:00:00,-13.290521571579802,
2022-07-08 01:00:00,-2.2763472920360073,
2022-07-08 02:30:00,2.7328746045479875,
2022-07-08 03:00:00,1.8606112620188924,
2022-07-08 18:30:00,1.8606112620188924,
2022-07-08 20:00:00,1.8606112620188924,
2022-07-08 23:00:00,1.8606112620188924,
2022-07-08 23:59:59,0.0,a
2022-07-11 00:00:00,110.93201461880199,
2022-07-11 01:00:00,104.443453045968,
2022-07-11 02:30:00,113.26383367057429,
2022-07-11 03:00:00,130.71442762328275,
2022-07-11 18:30:00,92.31973559859125,
2022-07-11 20:00:00,93.79715753570076,
2022-07-11 23:00:00,105.83675866774274,
2022-07-11 23:59:59,114.59958906479847,c
2022-07-12 00:00:00,136.38998255901924,
2022-07-12 01:00:00,144.9793460820258,
2022-07-12 02:30:00,130.89108148036985,
2022-07-12 03:00:00,146.52055165327556,
2022-07-12 18:30:00,143.50332768326007,
2022-07-12 20:00:00,144.54433660196491,
2022-07-12 23:00:00,23.700520513307993,
2022-07-12 23:59:59,-0.6050278569230159,c
2022-07-13 00:00:00,-2.966529754934527,
2022-07-13 01:00:00,4.803867521324264,
2022-07-13 02:30:00,-10.235032414804664,
2022-07-13 03:00:00,-27.039931843192107,
2022-07-13 18:30:00,-11.007589084089659,
2022-07-13 20:00:00,-13.002106175363451,
2022-07-13 23:00:00,-63.11903633155066,
2022-07-13 23:59:59,-51.2472954077175,c
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
0,-51.2472954077175,
2022-07-14 00:00:00,-31.78335831802997,
2022-07-14 01:00:00,-41.4614935774689,
2022-07-14 02:30:00,7.133699923438144,
2022-07-14 03:00:00,3.58796847329927,
2022-07-14 18:30:00,-10.927120590031564,
2022-07-14 20:00:00,-10.066395380043105,
2022-07-14 23:00:00,53.936862793344744,
2022-07-14 23:59:59,79.05882793708338,c
2022-07-15 00:00:00,100.82872221069101,
2022-07-15 01:00:00,132.4801508121709,
2022-07-15 02:30:00,217.5699666385117,
2022-07-15 03:00:00,218.26662495669348,
2022-07-15 18:30:00,218.26662495669348,
2022-07-15 20:00:00,218.26662495669348,
2022-07-15 23:00:00,218.26662495669348,
2022-07-15 23:59:59,222.28419624666003,e
2022-07-18 00:00:00,158.1770773909816,
2022-07-18 01:00:00,162.47305949812085,
2022-07-18 02:30:00,138.2736924685007,
2022-07-18 03:00:00,132.0049774909328,
2022-07-18 18:30:00,113.29103793611989,
2022-07-18 20:00:00,118.428250657523,
2022-07-18 23:00:00,74.35670609614613,
2022-07-18 23:59:59,85.56568384500588,c
2022-07-19 00:00:00,103.38441993547713,
2022-07-19 01:00:00,89.56888282463706,
2022-07-19 02:30:00,115.52423415813087,
2022-07-19 03:00:00,120.23261797559485,
2022-07-19 18:30:00,141.7131235515851,
2022-07-19 20:00:00,143.7198033553293,
2022-07-19 23:00:00,119.2042872265165,
2022-07-19 23:59:59,116.8910238774813,c
2022-07-20 00:00:00,90.09597823841887,
2022-07-20 01:00:00,71.7938716951021,
2022-07-20 02:30:00,85.67250169058093,
2022-07-20 03:00:00,81.51669326238243,
2022-07-20 18:30:00,86.26424101411794,
2022-07-20 20:00:00,85.33096944888325,
2022-07-20 23:00:00,78.14834587248674,
2022-07-20 23:59:59,53.26036514577936,c
2022-07-21 00:00:00,48.90376807841699,
2022-07-21 01:00:00,42.65551943612945,
2022-07-21 02:30:00,77.3321136947111,
2022-07-21 03:00:00,100.9833112828021,
2022-07-21 18:30:00,82.29834632081634,
2022-07-21 20:00:00,73.54209650088933,
2022-07-21 23:00:00,53.623447359234206,
2022-07-21 23:59:59,36.19120041509609,c
2022-07-22 00:00:00,17.822890571904054,
2022-07-22 01:00:00,11.765654929039556,
2022-07-22 02:30:00,-4.812394656046308,
2022-07-22 03:00:00,-14.684368499847778,
2022-07-22 18:30:00,-14.684368499847778,
2022-07-22 20:00:00,-14.684368499847778,
2022-07-22 23:00:00,-14.684368499847778,
2022-07-22 23:59:59,-3.25121347155482,w
2022-07-25 00:00:00,3.4935018795270025,
2022-07-25 01:00:00,-17.21828691550195,
2022-07-25 02:30:00,-31.71858662843124,
2022-07-25 03:00:00,-44.65635911519371,
2022-07-25 18:30:00,-50.25397110431368,
2022-07-25 20:00:00,-53.95661826508967,
2022-07-25 23:00:00,-166.88243447174136,
2022-07-25 23:59:59,-168.5777429232653,c
2022-07-26 00:00:00,-163.22331203414888,
2022-07-26 01:00:00,-143.5442233503927,
2022-07-26 02:30:00,-171.13034427999355,
2022-07-26 03:00:00,-188.89933077200612,
2022-07-26 18:30:00,-180.28115197390025,
2022-07-26 20:00:00,-173.75990135869506,
2022-07-26 23:00:00,-138.62681804988915,
2022-07-26 23:59:59,-140.37761339144845,c
2022-07-27 00:00:00,-128.75936847549883,
2022-07-27 01:00:00,-139.6586871374775,
2022-07-27 02:30:00,-174.14397865299952,
2022-07-27 03:00:00,-167.25146701767835,
2022-07-27 18:30:00,-198.52333849441084,
2022-07-27 20:00:00,-195.3968244087805,
2022-07-27 23:00:00,-88.33604327352054,
2022-07-27 23:59:59,-77.74472038883323,c
2022-07-28 00:00:00,-18.356676161982705,
2022-07-28 01:00:00,-102.26815826997108,
2022-07-28 02:30:00,-178.73467684358275,
2022-07-28 03:00:00,-173.43190855636203,
2022-07-28 18:30:00,-175.40806684352356,
2022-07-28 20:00:00,-176.1756769372064,
2022-07-28 23:00:00,-318.51956004426575,
2022-07-28 23:59:59,-325.0004312484971,c
2022-07-29 00:00:00,-368.20248748155655,
2022-07-29 01:00:00,-377.35873397091245,
2022-07-29 02:30:00,-338.18529290399965,
2022-07-29 03:00:00,-326.406011999185,
2022-07-29 18:30:00,-326.406011999185,
2022-07-29 20:00:00,-326.406011999185,
2022-07-29 23:00:00,-326.406011999185,
2022-07-29 23:59:59,-358.6917905072778,w
2022-08-01 00:00:00,-386.145241330315,
2022-08-01 01:00:00,-379.0202432770966,
2022-08-01 02:30:00,-357.388384777576,
2022-08-01 03:00:00,-359.4473876134334,
2022-08-01 18:30:00,-361.7130607398394,
2022-08-01 20:00:00,-362.7076215711072,
2022-08-01 23:00:00,-169.57163222565532,
2022-08-01 23:59:59,-180.6450084823964,c
2022-08-02 00:00:00,-180.42336588254966,
2022-08-02 01:00:00,-195.05774185557402,
2022-08-02 02:30:00,-257.8082486286794,
2022-08-02 03:00:00,-228.58639593118596,
2022-08-02 18:30:00,-233.62986602682167,
2022-08-02 20:00:00,-234.8666827947054,
2022-08-02 23:00:00,-242.75887588141768,
2022-08-02 23:59:59,-249.97863011719528,c
2022-08-03 00:00:00,-264.12572571449755,
2022-08-03 01:00:00,-265.434989863139,
2022-08-03 02:30:00,-223.9857574732887,
2022-08-03 03:00:00,-176.50793964559898,
2022-08-03 18:30:00,-197.840106220935,
2022-08-03 20:00:00,-198.50641062477825,
2022-08-03 23:00:00,-217.81521972419887,
2022-08-03 23:59:59,-153.6373782689102,c
2022-08-04 00:00:00,-163.7271943100195,
2022-08-04 01:00:00,-166.41019054868957,
2022-08-04 02:30:00,-165.89437505368005,
2022-08-04 03:00:00,-163.3416768568013,
2022-08-04 18:30:00,-153.1076657579083,
2022-08-04 20:00:00,-143.79385000089314,
2022-08-04 23:00:00,-211.2652760610108,
2022-08-04 23:59:59,-255.41092757298838,c
2022-08-05 00:00:00,-288.3515033667936,
2022-08-05 01:00:00,-302.15935331640867,
2022-08-05 02:30:00,-275.52729570480005,
2022-08-05 03:00:00,-276.65009639077743,
2022-08-05 18:30:00,-276.65009639077743,
