date,FIVG_2022_Q2,meta
2022-05-20 00:00:00,366.4396196852304,
2022-05-20 10:00:00,364.67575706173096,
2022-05-20 10:30:00,371.76873062347266,
2022-05-20 12:00:00,356.53616511483466,
2022-05-20 13:30:00,355.06836817971913,
2022-05-20 15:00:00,359.759667207376,
2022-05-20 15:30:30,359.759667207376,
2022-05-20 23:59:59,359.11978337882914,w
2022-05-23 00:00:00,368.04964178921915,
2022-05-23 10:00:00,361.2989964597097,
2022-05-23 10:30:00,360.8435096299759,
2022-05-23 12:00:00,354.4272454352369,
2022-05-23 13:30:00,363.58440950517337,
2022-05-23 15:00:00,359.25741711518884,
2022-05-23 15:30:30,359.25741711518884,
2022-05-23 23:59:59,351.1890035272094,c
2022-05-24 00:00:00,297.5672620674184,
2022-05-24 10:00:00,298.0856629458048,
2022-05-24 10:30:00,318.0324148199193,
2022-05-24 12:00:00,308.4794887724974,
2022-05-24 13:30:00,300.5875241950527,
2022-05-24 15:00:00,299.6215513204674,
2022-05-24 15:30:30,299.6215513204674,
2022-05-24 23:59:59,305.9800522848372,c
2022-05-25 00:00:00,251.26620687988992,
2022-05-25 10:00:00,274.26663046121024,
2022-05-25 10:30:00,301.5183693531133,
2022-05-25 12:00:00,296.96655822208237,
2022-05-25 13:30:00,290.58260751665244,
2022-05-25 15:00:00,291.9780322829583,
2022-05-25 15:30:30,291.9780322829583,
2022-05-25 23:59:59,310.2440360794181,c
2022-05-26 00:00:00,324.1676886052782,
2022-05-26 10:00:00,351.712053057913,
2022-05-26 10:30:00,376.97434437271767,
2022-05-26 12:00:00,323.2641773071378,
2022-05-26 13:30:00,339.72085440006987,
2022-05-26 15:00:00,342.46921689972004,
2022-05-26 15:30:30,342.46921689972004,
2022-05-26 23:59:59,350.22995998054176,c
2022-05-27 00:00:00,422.0779873659923,
2022-05-27 10:00:00,395.72903558365834,
2022-05-27 10:30:00,410.85989975603576,
2022-05-27 12:00:00,423.86778253336087,
2022-05-27 13:30:00,424.5903486350275,
2022-05-27 15:00:00,431.50867649916,
2022-05-27 15:30:30,431.50867649916,
2022-05-27 23:59:59,430.1343560759453,w
2022-05-30 00:00:00,430.1343560759453,
2022-05-30 10:00:00,430.1343560759453,
2022-05-30 10:30:00,430.1343560759453,
2022-05-30 12:00:00,430.1343560759453,
2022-05-30 13:30:00,430.1343560759453,
2022-05-30 15:00:00,430.1343560759453,
2022-05-30 15:30:30,430.1343560759453,
2022-05-30 23:59:59,430.1343560759453,c
