date,FVD_2022_Oct,meta
2022-10-10 00:00:00,255.97485698476905,
2022-10-10 10:00:00,277.3842740691632,
2022-10-10 10:30:00,267.32444489518696,
2022-10-10 12:00:00,262.25799171091137,
2022-10-10 13:30:00,278.483535120322,
2022-10-10 15:00:00,248.18947601872156,
2022-10-10 15:30:30,248.18947601872156,
2022-10-10 23:59:59,245.8594421217079,c
2022-10-11 00:00:00,245.29015524919996,
2022-10-11 10:00:00,251.1292545026657,
2022-10-11 10:30:00,238.3772666032855,
2022-10-11 12:00:00,233.55032860345804,
2022-10-11 13:30:00,237.74837857177803,
2022-10-11 15:00:00,238.74080651276861,
2022-10-11 15:30:30,238.74080651276861,
2022-10-11 23:59:59,244.12444879465963,c
2022-10-12 00:00:00,236.3060221707626,
2022-10-12 10:00:00,220.68675810124887,
2022-10-12 10:30:00,216.34585987837107,
2022-10-12 12:00:00,210.29504352944437,
2022-10-12 13:30:00,204.80562993693744,
2022-10-12 15:00:00,194.2139495160667,
2022-10-12 15:30:30,194.2139495160667,
2022-10-12 23:59:59,193.43215746286901,c
2022-10-13 00:00:00,198.80771761253646,
2022-10-13 10:00:00,182.7764261143594,
2022-10-13 10:30:00,207.64440941657958,
2022-10-13 12:00:00,155.19686160841837,
2022-10-13 13:30:00,152.45882126057677,
2022-10-13 15:00:00,183.32856216356498,
2022-10-13 15:30:30,183.32856216356498,
2022-10-13 23:59:59,182.22516464796783,c
2022-10-14 00:00:00,176.28763374865957,
2022-10-14 10:00:00,198.8133425287926,
2022-10-14 10:30:00,169.54978836195494,
2022-10-14 12:00:00,148.88042721731762,
2022-10-14 13:30:00,159.58242839921684,
2022-10-14 15:00:00,147.63041876097867,
2022-10-14 15:30:30,147.63041876097867,
2022-10-14 23:59:59,155.32844708621917,w
2022-10-17 00:00:00,158.45398316485347,
2022-10-17 10:00:00,155.43715607071886,
2022-10-17 10:30:00,162.8744157365141,
2022-10-17 12:00:00,176.2796155333461,
2022-10-17 13:30:00,163.66137124413632,
2022-10-17 15:00:00,171.60523970434832,
2022-10-17 15:30:30,171.60523970434832,
2022-10-17 23:59:59,165.8146442675591,c
2022-10-18 00:00:00,148.0692301569083,
2022-10-18 10:00:00,178.07714798141475,
2022-10-18 10:30:00,184.8626424959084,
2022-10-18 12:00:00,163.77984149015077,
2022-10-18 13:30:00,158.26213378025415,
2022-10-18 15:00:00,165.2039765589028,
2022-10-18 15:30:30,165.2039765589028,
2022-10-18 23:59:59,161.72815054281236,c
2022-10-19 00:00:00,142.70530135318324,
2022-10-19 10:00:00,133.6382799969589,
2022-10-19 10:30:00,137.34200477025453,
2022-10-19 12:00:00,122.73106582793703,
2022-10-19 13:30:00,132.1017802004239,
2022-10-19 15:00:00,141.23532695949308,
2022-10-19 15:30:30,141.23532695949308,
2022-10-19 23:59:59,130.34481717663164,c
2022-10-20 00:00:00,115.04079698005704,
2022-10-20 10:00:00,106.05162143791219,
2022-10-20 10:30:00,84.905886547843,
2022-10-20 12:00:00,77.12685602021452,
2022-10-20 13:30:00,95.07101909705725,
2022-10-20 15:00:00,77.0942439782936,
2022-10-20 15:30:30,77.0942439782936,
2022-10-20 23:59:59,80.80036086448759,c
2022-10-21 00:00:00,89.73367722454498,
2022-10-21 10:00:00,68.56939254605359,
2022-10-21 10:30:00,45.8096222303632,
2022-10-21 12:00:00,20.386156555374885,
2022-10-21 13:30:00,36.075072632079674,
2022-10-21 15:00:00,34.695632554671676,
2022-10-21 15:30:30,34.695632554671676,s
2022-10-21 23:59:59,22.110655312344214,w
2022-10-24 00:00:00,10.686218709155543,
2022-10-24 10:00:00,-9.935075383396295,
2022-10-24 10:30:00,-34.10285191616252,
2022-10-24 12:00:00,-42.61646157984434,
2022-10-24 13:30:00,-50.54198990763099,
2022-10-24 15:00:00,-32.078720762413234,
2022-10-24 15:30:30,-32.078720762413234,
2022-10-24 23:59:59,0.0,a
2022-10-25 00:00:00,-15.223458208656808,
2022-10-25 10:00:00,28.68372343172937,
2022-10-25 10:30:00,49.74683865349613,
2022-10-25 12:00:00,50.95088441276873,
2022-10-25 13:30:00,57.9509250237695,
2022-10-25 15:00:00,42.014313001103496,
2022-10-25 15:30:30,42.014313001103496,
2022-10-25 23:59:59,41.6738928735092,c
2022-10-26 00:00:00,29.295356181959807,
2022-10-26 10:00:00,34.26891789774714,
2022-10-26 10:30:00,35.429389001341505,
2022-10-26 12:00:00,27.55031315530175,
2022-10-26 13:30:00,39.91058218140806,
2022-10-26 15:00:00,34.66808986275662,
2022-10-26 15:30:30,34.66808986275662,
2022-10-26 23:59:59,31.059625998735306,e
2022-10-27 00:00:00,51.507347934693655,
2022-10-27 10:00:00,68.10745582863808,
2022-10-27 10:30:00,54.6052936746194,
2022-10-27 12:00:00,49.22350573856152,
2022-10-27 13:30:00,38.86500630032261,
2022-10-27 15:00:00,32.89423818505392,
2022-10-27 15:30:30,32.89423818505392,
2022-10-27 23:59:59,49.59991925496681,c
2022-10-28 00:00:00,39.497777698435414,
2022-10-28 10:00:00,55.01017093540119,
2022-10-28 10:30:00,58.400557362336855,
2022-10-28 12:00:00,39.42889440846186,
2022-10-28 13:30:00,31.904972175519507,
2022-10-28 15:00:00,37.62039350995417,
2022-10-28 15:30:30,37.62039350995417,
2022-10-28 23:59:59,40.46081254315097,w
2022-10-31 00:00:00,58.62642979167099,
2022-10-31 10:00:00,24.525398943565975,
2022-10-31 10:30:00,24.6636721422275,
2022-10-31 12:00:00,28.340080559941406,
2022-10-31 13:30:00,24.802023642028438,
2022-10-31 15:00:00,16.418248608659624,
2022-10-31 15:30:30,16.418248608659624,
2022-10-31 23:59:59,18.74537443694068,c
2022-11-01 00:00:00,11.872206860109312,
2022-11-01 10:00:00,-0.8456195390150327,
2022-11-01 10:30:00,13.764346520931781,
2022-11-01 12:00:00,44.35487012716047,
2022-11-01 13:30:00,30.82096251284814,
2022-11-01 15:00:00,26.41921048958712,
2022-11-01 15:30:30,26.41921048958712,
2022-11-01 23:59:59,28.28783963260654,c
2022-11-02 00:00:00,-2.240157438387122,
2022-11-02 10:00:00,-15.658950248529756,
2022-11-02 10:30:00,-24.50251361023264,
2022-11-02 12:00:00,-18.26183562439092,
2022-11-02 13:30:00,-10.6504871090307,
2022-11-02 15:00:00,-19.872091457457024,
2022-11-02 15:30:30,-19.872091457457024,
2022-11-02 23:59:59,-24.368943690730426,c
2022-11-03 00:00:00,-18.74109210557308,
2022-11-03 10:00:00,-42.637493431643904,
2022-11-03 10:30:00,-70.81495404729233,
2022-11-03 12:00:00,-65.04347541112105,
2022-11-03 13:30:00,-71.73984142912427,
2022-11-03 15:00:00,-65.02122094599582,
2022-11-03 15:30:30,-65.02122094599582,
2022-11-03 23:59:59,-63.62233908667952,c
2022-11-04 00:00:00,-94.64207844904558,
2022-11-04 10:00:00,-94.93315408564742,
2022-11-04 10:30:00,-96.63573682403369,
2022-11-04 12:00:00,-105.58847636245369,
2022-11-04 13:30:00,-100.93844381962401,
2022-11-04 15:00:00,-90.65836853653975,
2022-11-04 15:30:30,-90.65836853653975,
2022-11-04 23:59:59,-88.5344243128159,w
2022-11-07 00:00:00,-102.3120075320511,
2022-11-07 10:00:00,-111.17023657195327,
2022-11-07 10:30:00,-143.0214400127302,
2022-11-07 12:00:00,-175.2374553597566,
2022-11-07 13:30:00,-191.24235025984166,
2022-11-07 15:00:00,-173.87282274282947,
2022-11-07 15:30:30,-173.87282274282947,
2022-11-07 23:59:59,-175.71033339123758,c
2022-11-08 00:00:00,-158.1927363811731,
2022-11-08 10:00:00,-163.59377043335107,
2022-11-08 10:30:00,-155.0465167775571,
2022-11-08 12:00:00,-145.88621712087271,
2022-11-08 13:30:00,-132.3841528024355,
2022-11-08 15:00:00,-126.47295969751801,
2022-11-08 15:30:30,-126.47295969751801,
2022-11-08 23:59:59,-130.0078070556475,c
2022-11-09 00:00:00,-116.1134561095543,
2022-11-09 10:00:00,-106.84904173757704,
2022-11-09 10:30:00,-114.61236045963912,
2022-11-09 12:00:00,-113.73514856911447,
2022-11-09 13:30:00,-119.14985193688443,
2022-11-09 15:00:00,-96.2755913926278,
2022-11-09 15:30:30,-96.2755913926278,
2022-11-09 23:59:59,-98.61341126260581,c
