date,FVD_2022_Sep,meta
2022-09-20 15:30:30,12.596234604377344,
2022-09-20 23:59:59,12.676230695775132,c
2022-09-21 00:00:00,24.393756844333495,
2022-09-21 10:00:00,32.21191296423655,
2022-09-21 10:30:00,32.98076971324576,
2022-09-21 12:00:00,31.18952222792757,
2022-09-21 13:30:00,27.12428866308312,
2022-09-21 15:00:00,27.49982976813459,
2022-09-21 15:30:30,27.49982976813459,
2022-09-21 23:59:59,14.416354129587035,c
2022-09-22 00:00:00,32.18187831642035,
2022-09-22 10:00:00,3.2901529870982245,
2022-09-22 10:30:00,8.595448157858584,
2022-09-22 12:00:00,11.30728476289471,
2022-09-22 13:30:00,9.311998463136547,
2022-09-22 15:00:00,-7.6354490347308115,
2022-09-22 15:30:30,-7.6354490347308115,
2022-09-22 23:59:59,-3.4470248434899418,c
2022-09-23 00:00:00,-5.2030640740948115,
2022-09-23 10:00:00,-2.1307743434048803,
2022-09-23 10:30:00,-3.0293888045301856,
2022-09-23 12:00:00,4.488008129573302,
2022-09-23 13:30:00,7.879386921161483,
2022-09-23 15:00:00,-5.374652818301115,
2022-09-23 15:30:30,-5.374652818301115,s
2022-09-23 23:59:59,5.157500488518053,w
2022-09-26 00:00:00,16.31671962190825,
2022-09-26 10:00:00,4.728353191106862,
2022-09-26 10:30:00,7.4182036981637225,
2022-09-26 12:00:00,-1.033880898819632,
2022-09-26 13:30:00,-4.651045754549557,
2022-09-26 15:00:00,-1.4752105941342961,
2022-09-26 15:30:30,-1.4752105941342961,
2022-09-26 23:59:59,0.0,a
2022-09-27 00:00:00,5.04949618739596,
2022-09-27 10:00:00,26.664888019112595,
2022-09-27 10:30:00,19.09558798830085,
2022-09-27 12:00:00,13.577532402954432,
2022-09-27 13:30:00,3.054483642044488,
2022-09-27 15:00:00,-5.055853486054957,
2022-09-27 15:30:30,-5.055853486054957,
2022-09-27 23:59:59,-12.300566647912092,c
2022-09-28 00:00:00,6.113130381356427,
2022-09-28 10:00:00,-0.3153211766763775,
2022-09-28 10:30:00,9.11978385232652,
2022-09-28 12:00:00,11.035376676260114,
2022-09-28 13:30:00,9.842133272142235,
2022-09-28 15:00:00,8.237101321329703,
2022-09-28 15:30:30,8.237101321329703,
2022-09-28 23:59:59,8.746862014507144,e
2022-09-29 00:00:00,-26.199622109935603,
2022-09-29 10:00:00,-36.312592849158875,
2022-09-29 10:30:00,-37.54620063926262,
2022-09-29 12:00:00,-42.95823196128811,
2022-09-29 13:30:00,-63.413656355886815,
2022-09-29 15:00:00,-60.598076316436334,
2022-09-29 15:30:30,-60.598076316436334,
2022-09-29 23:59:59,-60.76245890283087,c
2022-09-30 00:00:00,-50.65495230974216,
2022-09-30 10:00:00,-59.724260631084405,
2022-09-30 10:30:00,-56.2975995740228,
2022-09-30 12:00:00,-53.17604937170785,
2022-09-30 13:30:00,-57.471373017247515,
2022-09-30 15:00:00,-61.16858212057059,
2022-09-30 15:30:30,-61.16858212057059,
2022-09-30 23:59:59,-58.87177745939556,w
2022-10-03 00:00:00,-41.922067105859355,
2022-10-03 10:00:00,-62.347785008746996,
2022-10-03 10:30:00,-54.557821848494825,
2022-10-03 12:00:00,-66.18142985511514,
2022-10-03 13:30:00,-59.24060376294574,
2022-10-03 15:00:00,-54.07291219928476,
2022-10-03 15:30:30,-54.07291219928476,
2022-10-03 23:59:59,-58.06887989917675,c
2022-10-04 00:00:00,-60.41176743026017,
2022-10-04 10:00:00,-58.22915276442859,
2022-10-04 10:30:00,-50.5106832635899,
2022-10-04 12:00:00,-49.008588464921104,
2022-10-04 13:30:00,-50.233844349383446,
2022-10-04 15:00:00,-50.99299583376711,
2022-10-04 15:30:30,-50.99299583376711,
2022-10-04 23:59:59,-54.99161958576764,c
2022-10-05 00:00:00,-46.604030571159115,
2022-10-05 10:00:00,-79.40111729414701,
2022-10-05 10:30:00,-94.08013754532874,
2022-10-05 12:00:00,-89.54361269139736,
2022-10-05 13:30:00,-87.27072009696496,
2022-10-05 15:00:00,-81.45984976360359,
2022-10-05 15:30:30,-81.45984976360359,
2022-10-05 23:59:59,-79.76534653141061,c
2022-10-06 00:00:00,-81.28485831022789,
2022-10-06 10:00:00,-74.53247687995582,
2022-10-06 10:30:00,-91.20586827534419,
2022-10-06 12:00:00,-91.66810554071435,
2022-10-06 13:30:00,-81.63305902567697,
2022-10-06 15:00:00,-93.88953539204545,
2022-10-06 15:30:30,-93.88953539204545,
2022-10-06 23:59:59,-99.89793282060117,c
2022-10-07 00:00:00,-101.96986317676374,
2022-10-07 10:00:00,-112.04567344775938,
2022-10-07 10:30:00,-114.72463562238727,
2022-10-07 12:00:00,-117.10535150219965,
2022-10-07 13:30:00,-122.43612898937491,
2022-10-07 15:00:00,-126.85538742683235,
2022-10-07 15:30:30,-126.85538742683235,
2022-10-07 23:59:59,-126.46566826460833,w
2022-10-10 00:00:00,-133.71309416420215,
2022-10-10 10:00:00,-129.33587029169627,
2022-10-10 10:30:00,-129.13710246875544,
2022-10-10 12:00:00,-130.68685437862678,
2022-10-10 13:30:00,-133.43876402346808,
2022-10-10 15:00:00,-134.1076023186107,
2022-10-10 15:30:30,-134.1076023186107,
2022-10-10 23:59:59,-132.71883966424647,c
2022-10-11 00:00:00,-134.63574288195434,
2022-10-11 10:00:00,-146.66840838126473,
2022-10-11 10:30:00,-141.89882771985745,
2022-10-11 12:00:00,-140.34747251694708,
2022-10-11 13:30:00,-138.94355784930391,
2022-10-11 15:00:00,-134.6130558575868,
2022-10-11 15:30:30,-134.6130558575868,
2022-10-11 23:59:59,-129.31744323689674,c
2022-10-12 00:00:00,-132.42113823375598,
2022-10-12 10:00:00,-144.5038414773695,
2022-10-12 10:30:00,-143.8697251226169,
2022-10-12 12:00:00,-146.7717638677209,
2022-10-12 13:30:00,-145.45648525398775,
2022-10-12 15:00:00,-150.31407030655467,
2022-10-12 15:30:30,-150.31407030655467,
2022-10-12 23:59:59,-152.97485782064382,c
