date,YYY_2022_Q3,meta
2022-06-10 00:00:00,-10.683702357678882,
2022-06-10 10:00:00,2.0461182206862247,
2022-06-10 10:30:00,3.7538184913403043,
2022-06-10 12:00:00,-3.6687679612547512,
2022-06-10 13:30:00,-2.6412217917929617,
2022-06-10 15:00:00,-8.001428056547908,
2022-06-10 15:30:30,-8.001428056547908,
2022-06-10 23:59:59,4.3856974707594105,w
2022-06-13 00:00:00,2.673548472404242,
2022-06-13 10:00:00,9.175480232940586,
2022-06-13 10:30:00,13.09669854911268,
2022-06-13 12:00:00,0.49754249763649483,
2022-06-13 13:30:00,17.992838514079388,
2022-06-13 15:00:00,25.360468722344592,
2022-06-13 15:30:30,25.360468722344592,
2022-06-13 23:59:59,21.33187046275377,c
2022-06-14 00:00:00,21.959655093339407,
2022-06-14 10:00:00,22.286084060717705,
2022-06-14 10:30:00,31.994860813876144,
2022-06-14 12:00:00,38.583649805113595,
2022-06-14 13:30:00,46.75594199086514,
2022-06-14 15:00:00,34.100913147705526,
2022-06-14 15:30:30,34.100913147705526,
2022-06-14 23:59:59,31.850670875401306,c
2022-06-15 00:00:00,32.71949429944088,
2022-06-15 10:00:00,10.252585882101812,
2022-06-15 10:30:00,15.00579762126371,
2022-06-15 12:00:00,12.40269930865103,
2022-06-15 13:30:00,12.17342870709684,
2022-06-15 15:00:00,6.281842480746654,
2022-06-15 15:30:30,6.281842480746654,
2022-06-15 23:59:59,16.728526168167384,c
2022-06-16 00:00:00,16.26628833215402,
2022-06-16 10:00:00,24.192947636660236,
2022-06-16 10:30:00,26.75379085121382,
2022-06-16 12:00:00,15.45733639134918,
2022-06-16 13:30:00,2.270082822657642,
2022-06-16 15:00:00,20.414290285827,
2022-06-16 15:30:30,20.414290285827,
2022-06-16 23:59:59,19.30783302025816,c
2022-06-17 00:00:00,19.65448569140071,
2022-06-17 10:00:00,39.14345229998342,
2022-06-17 10:30:00,35.761115639510166,
2022-06-17 12:00:00,35.41587326886355,
2022-06-17 13:30:00,42.398186633816465,
2022-06-17 15:00:00,48.786789073843266,
2022-06-17 15:30:30,48.786789073843266,s
2022-06-17 23:59:59,50.45224530305313,w
2022-06-20 00:00:00,50.45224530305313,
2022-06-20 10:00:00,50.45224530305313,
2022-06-20 10:30:00,50.45224530305313,
2022-06-20 12:00:00,50.45224530305313,
2022-06-20 13:30:00,50.45224530305313,
2022-06-20 15:00:00,50.45224530305313,
2022-06-20 15:30:30,50.45224530305313,
2022-06-20 23:59:59,50.45224530305313,c
2022-06-21 00:00:00,51.31896295985398,
2022-06-21 10:00:00,55.6380666668756,
2022-06-21 10:30:00,59.06845372390775,
2022-06-21 12:00:00,46.672481098508115,
2022-06-21 13:30:00,50.66533641447816,
2022-06-21 15:00:00,59.741126157909704,
2022-06-21 15:30:30,59.741126157909704,
2022-06-21 23:59:59,55.54393580674433,c
2022-06-22 00:00:00,55.31280303310267,
2022-06-22 10:00:00,37.92859001404854,
2022-06-22 10:30:00,30.850293167001,
2022-06-22 12:00:00,54.73859346889603,
2022-06-22 13:30:00,43.52544855536716,
2022-06-22 15:00:00,39.9950735592585,
2022-06-22 15:30:30,39.9950735592585,
2022-06-22 23:59:59,30.52253942605131,c
2022-06-23 00:00:00,30.86923647573427,
2022-06-23 10:00:00,34.66834697409588,
2022-06-23 10:30:00,33.33560883466207,
2022-06-23 12:00:00,39.22232081419588,
2022-06-23 13:30:00,32.66621483460007,
2022-06-23 15:00:00,28.59609464322454,
2022-06-23 15:30:30,28.59609464322454,
2022-06-23 23:59:59,20.95164418397446,c
2022-06-24 00:00:00,21.645034487836476,
2022-06-24 10:00:00,25.179913647314677,
2022-06-24 10:30:00,20.6545915034498,
2022-06-24 12:00:00,6.901770748356206,
2022-06-24 13:30:00,13.82404151859626,
2022-06-24 15:00:00,13.34413441307251,
2022-06-24 15:30:30,13.34413441307251,
2022-06-24 23:59:59,17.98867945330734,w
2022-06-27 00:00:00,18.97096575715198,
2022-06-27 10:00:00,10.786533781136576,
2022-06-27 10:30:00,16.223951967035106,
2022-06-27 12:00:00,12.450816835226505,
2022-06-27 13:30:00,9.128142616364727,
2022-06-27 15:00:00,2.9692676354947665,
2022-06-27 15:30:30,2.9692676354947665,
2022-06-27 23:59:59,-6.833693957334727,c
2022-06-28 00:00:00,-5.793668991448818,
2022-06-28 10:00:00,-15.558699414935795,
2022-06-28 10:30:00,-16.007772417721494,
2022-06-28 12:00:00,-7.0145797987149905,
2022-06-28 13:30:00,4.061690992528973,
2022-06-28 15:00:00,-1.5555970415807323,
2022-06-28 15:30:30,-1.5555970415807323,
2022-06-28 23:59:59,-2.551169961861458,c
2022-06-29 00:00:00,-2.352406935935477,
2022-06-29 10:00:00,20.200160849136743,
2022-06-29 10:30:00,20.707739936019948,
2022-06-29 12:00:00,13.590606280802291,
2022-06-29 13:30:00,18.94020459609895,
2022-06-29 15:00:00,17.664451339608597,
2022-06-29 15:30:30,17.664451339608597,
2022-06-29 23:59:59,24.487666451301173,c
2022-06-30 00:00:00,24.37212376442124,
2022-06-30 10:00:00,41.11659446656985,
2022-06-30 10:30:00,39.49634003969085,
2022-06-30 12:00:00,30.280059275027355,
2022-06-30 13:30:00,21.290017507403924,
2022-06-30 15:00:00,14.065813918394447,
2022-06-30 15:30:30,14.065813918394447,
2022-06-30 23:59:59,13.720456722584622,c
2022-07-01 00:00:00,13.951568260893616,
