date,AS_FTSE_DM_STAY_2023_Q1,meta
2023-01-06 00:00:00,-66.13273545785648,
2023-01-06 01:00:00,-58.6737708528301,
2023-01-06 02:30:00,-66.72760131948417,
2023-01-06 03:00:00,-63.95630707705982,
2023-01-06 18:30:00,-63.95630707705982,
2023-01-06 20:00:00,-63.95630707705982,
2023-01-06 23:00:00,-63.95630707705982,
2023-01-06 23:59:59,-63.595254522592086,w
2023-01-09 00:00:00,-49.3311389535487,
2023-01-09 01:00:00,-56.12986031524633,
2023-01-09 02:30:00,-47.613262117459044,
2023-01-09 03:00:00,-50.350002886207676,
2023-01-09 18:30:00,-52.35419373502111,
2023-01-09 20:00:00,-48.027076426736585,
2023-01-09 23:00:00,-43.689072372762325,
2023-01-09 23:59:59,-48.2502662084712,c
2023-01-10 00:00:00,-35.84755220275372,
2023-01-10 01:00:00,-33.97349246558326,
2023-01-10 02:30:00,-31.642522986816857,
2023-01-10 03:00:00,-32.83188738856359,
2023-01-10 18:30:00,-31.194344373807553,
2023-01-10 20:00:00,-32.32542167082079,
2023-01-10 23:00:00,-29.390056253365174,
2023-01-10 23:59:59,-29.4799533840893,c
2023-01-11 00:00:00,-29.224417954961837,
2023-01-11 01:00:00,-30.99384118670821,
2023-01-11 02:30:00,-27.304496980198337,
2023-01-11 03:00:00,-24.36317735588875,
2023-01-11 18:30:00,-27.70908233358182,
2023-01-11 20:00:00,-47.5610352440749,
2023-01-11 23:00:00,-62.010218484898246,
2023-01-11 23:59:59,-65.46317539234974,c
2023-01-12 00:00:00,-61.06677113205092,
2023-01-12 01:00:00,-70.71342005915392,
2023-01-12 02:30:00,-73.85417666125568,
2023-01-12 03:00:00,-79.51888108321555,
2023-01-12 18:30:00,-83.01257142080885,
2023-01-12 20:00:00,-91.33407770043448,
2023-01-12 23:00:00,-89.54546827447587,
2023-01-12 23:59:59,-91.32615712646054,c
2023-01-13 00:00:00,-89.85286821707837,
2023-01-13 01:00:00,-79.37639305367111,
2023-01-13 02:30:00,-79.1100463332258,
2023-01-13 03:00:00,-81.9431309083933,
2023-01-13 18:30:00,-81.9431309083933,
2023-01-13 20:00:00,-81.9431309083933,
2023-01-13 23:00:00,-81.9431309083933,
2023-01-13 23:59:59,-82.17719108236156,w
2023-01-16 00:00:00,-70.27350802427691,
2023-01-16 01:00:00,-67.75608961555895,
2023-01-16 02:30:00,-68.505709408489,
2023-01-16 03:00:00,-71.81363062460673,
2023-01-16 18:30:00,-71.02722339041054,
2023-01-16 20:00:00,-71.00199521574723,
2023-01-16 23:00:00,-63.91950036286073,
2023-01-16 23:59:59,-62.11365057449473,c
2023-01-17 00:00:00,-52.69192683251276,
2023-01-17 01:00:00,-55.613331531334325,
2023-01-17 02:30:00,-53.47666971413514,
2023-01-17 03:00:00,-53.568332873098825,
2023-01-17 18:30:00,-52.128495412916436,
2023-01-17 20:00:00,-48.63386697690328,
2023-01-17 23:00:00,-40.62722474512009,
2023-01-17 23:59:59,-49.88061592706197,c
2023-01-18 00:00:00,-49.475913300633806,
2023-01-18 01:00:00,-55.84437828887155,
2023-01-18 02:30:00,-55.91244661404846,
2023-01-18 03:00:00,-59.653296857173814,
2023-01-18 18:30:00,-54.127071874066246,
2023-01-18 20:00:00,-58.12991211516453,
2023-01-18 23:00:00,-60.016912086633624,
2023-01-18 23:59:59,-64.63796695102963,c
2023-01-19 00:00:00,-52.47980033547833,
2023-01-19 01:00:00,-48.42721898510649,
2023-01-19 02:30:00,-47.66459967340052,
2023-01-19 03:00:00,-50.469095127285414,
2023-01-19 18:30:00,-52.53718068477758,
2023-01-19 20:00:00,-58.22221471274929,
2023-01-19 23:00:00,-42.465289383987624,
2023-01-19 23:59:59,-48.70025840787412,c
2023-01-20 00:00:00,-50.50413983330009,
2023-01-20 01:00:00,-52.859303051455186,
2023-01-20 02:30:00,-55.90118481847321,
2023-01-20 03:00:00,-57.34654959017041,
2023-01-20 18:30:00,-57.34654959017041,
2023-01-20 20:00:00,-57.34654959017041,
2023-01-20 23:00:00,-57.34654959017041,
2023-01-20 23:59:59,-56.763589493687164,w
2023-01-23 00:00:00,-51.82039899597919,
2023-01-23 01:00:00,-49.83625651222678,
2023-01-23 02:30:00,-49.83625651222678,
2023-01-23 03:00:00,-49.83625651222678,
2023-01-23 18:30:00,-47.19245294361701,
2023-01-23 20:00:00,-49.49147916193613,
2023-01-23 23:00:00,-47.440317609094336,
2023-01-23 23:59:59,-50.57313741093549,c
2023-01-24 00:00:00,-47.385317812364406,
2023-01-24 01:00:00,-50.58035286818051,
2023-01-24 02:30:00,-50.58035286818051,
2023-01-24 03:00:00,-50.58035286818051,
2023-01-24 18:30:00,-53.181757712622925,
2023-01-24 20:00:00,-49.63838378755395,
2023-01-24 23:00:00,-48.7365863416519,
2023-01-24 23:59:59,-51.555409021187415,c
2023-01-25 00:00:00,-48.23225206734094,
2023-01-25 01:00:00,-49.866759235028894,
2023-01-25 02:30:00,-49.782923414784705,
2023-01-25 03:00:00,-49.783118904923185,
2023-01-25 18:30:00,-49.76584789181857,
2023-01-25 20:00:00,-50.514575890763126,
2023-01-25 23:00:00,-43.263469914063194,
2023-01-25 23:59:59,-42.47019849762876,c
2023-01-26 00:00:00,-57.8256587409403,
2023-01-26 01:00:00,-60.913235900266955,
2023-01-26 02:30:00,-64.55239684967421,
2023-01-26 03:00:00,-68.25649202372097,
2023-01-26 18:30:00,-67.3678462871876,
2023-01-26 20:00:00,-50.608586176642575,
2023-01-26 23:00:00,-54.40099553059565,
2023-01-26 23:59:59,-55.641324745524,c
2023-01-27 00:00:00,-54.588157721064476,
2023-01-27 01:00:00,-56.41967347331524,
2023-01-27 02:30:00,-57.63976022697841,
2023-01-27 03:00:00,-59.69089720234035,
2023-01-27 18:30:00,-59.69089720234035,
2023-01-27 20:00:00,-59.69089720234035,
2023-01-27 23:00:00,-59.69089720234035,
2023-01-27 23:59:59,-59.92476729581358,w
2023-01-30 00:00:00,-51.02760052471831,
2023-01-30 01:00:00,-58.70175481475019,
2023-01-30 02:30:00,-59.494736846656565,
2023-01-30 03:00:00,-58.45169032980505,
2023-01-30 18:30:00,-57.304909951080845,
2023-01-30 20:00:00,-51.793214450048595,
2023-01-30 23:00:00,-40.65824875225951,
2023-01-30 23:59:59,-41.82133020570643,c
2023-01-31 00:00:00,-46.76141989469022,
2023-01-31 01:00:00,-39.37587268853997,
2023-01-31 02:30:00,-35.11061284063146,
2023-01-31 03:00:00,-38.091330990504844,
2023-01-31 18:30:00,-34.599659057492204,
2023-01-31 20:00:00,-50.066672327614924,
2023-01-31 23:00:00,-27.95670282610172,
2023-01-31 23:59:59,-31.81923207437694,c
2023-02-01 00:00:00,-39.795321312493456,
2023-02-01 01:00:00,-44.04143185663247,
2023-02-01 02:30:00,-40.41775095980336,
2023-02-01 03:00:00,-42.82595256427976,
2023-02-01 18:30:00,-42.94781244526166,
2023-02-01 20:00:00,-38.06231660743083,
2023-02-01 23:00:00,-20.062176065945664,
2023-02-01 23:59:59,-17.799622379771904,c
2023-02-02 00:00:00,-12.09431020843283,
2023-02-02 01:00:00,-9.479568840418892,
2023-02-02 02:30:00,-10.021533099918315,
2023-02-02 03:00:00,-11.67509043715063,
2023-02-02 18:30:00,-14.551962460849381,
2023-02-02 20:00:00,-15.976691700023707,
2023-02-02 23:00:00,-2.0924179352490455,
2023-02-02 23:59:59,-5.380741105086031,c
2023-02-03 00:00:00,-2.9815694139743982,
2023-02-03 01:00:00,-8.941858284448358,
2023-02-03 02:30:00,-11.63121917538399,
2023-02-03 03:00:00,-12.456978654390355,
2023-02-03 18:30:00,-12.456978654390355,
2023-02-03 20:00:00,-12.456978654390355,
2023-02-03 23:00:00,-12.456978654390355,
2023-02-03 23:59:59,-12.916131989357154,w
2023-02-06 00:00:00,-30.129802930041933,
2023-02-06 01:00:00,-30.59007520425223,
2023-02-06 02:30:00,-30.808542153643998,
2023-02-06 03:00:00,-31.12468339262648,
2023-02-06 18:30:00,-30.55724404925479,
2023-02-06 20:00:00,-35.080392069107575,
2023-02-06 23:00:00,-27.382297098601725,
2023-02-06 23:59:59,-25.388491152449546,c
2023-02-07 00:00:00,-29.723832605049324,
2023-02-07 01:00:00,-27.060357898087886,
2023-02-07 02:30:00,-28.899388600475163,
2023-02-07 03:00:00,-28.027053678497282,
2023-02-07 18:30:00,-24.15344014088953,
2023-02-07 20:00:00,-29.50342900666294,
2023-02-07 23:00:00,-44.18782223271819,
2023-02-07 23:59:59,-42.85743674804132,c
2023-02-08 00:00:00,-39.849339966040134,
2023-02-08 01:00:00,-32.33651442921894,
2023-02-08 02:30:00,-30.775588526027377,
2023-02-08 03:00:00,-31.245382280218223,
2023-02-08 18:30:00,-25.944369831136328,
2023-02-08 20:00:00,-25.760234485026217,
2023-02-08 23:00:00,-31.021013850163513,
2023-02-08 23:59:59,-37.86613998118037,c
2023-02-09 00:00:00,-31.39241718350968,
2023-02-09 01:00:00,-33.31402380260113,
2023-02-09 02:30:00,-40.982491782109605,
2023-02-09 03:00:00,-39.900050794995536,
2023-02-09 18:30:00,-38.084169151624565,
2023-02-09 20:00:00,-38.358207496604905,
2023-02-09 23:00:00,-23.663614107259264,
2023-02-09 23:59:59,-20.800502454336765,c
2023-02-10 00:00:00,-19.782111938801222,
2023-02-10 01:00:00,-19.04879375568089,
2023-02-10 02:30:00,-18.241964006808075,
2023-02-10 03:00:00,-16.802207016651664,
2023-02-10 18:30:00,-16.802207016651664,
2023-02-10 20:00:00,-16.802207016651664,
2023-02-10 23:00:00,-16.802207016651664,
2023-02-10 23:59:59,-17.48114194894879,w
2023-02-13 00:00:00,-28.80347045383803,
2023-02-13 01:00:00,-29.889212032218893,
2023-02-13 02:30:00,-33.15904933052411,
2023-02-13 03:00:00,-32.6936804423209,
2023-02-13 18:30:00,-32.974819142376305,
2023-02-13 20:00:00,-32.42829483798448,
2023-02-13 23:00:00,-39.817682185677654,
2023-02-13 23:59:59,-41.063269626682654,c
2023-02-14 00:00:00,-32.25522660167735,
2023-02-14 01:00:00,-26.690285019504472,
2023-02-14 02:30:00,-23.3233940229602,
2023-02-14 03:00:00,-25.051938114056156,
2023-02-14 18:30:00,-31.045593864942475,
2023-02-14 20:00:00,-34.81172127590867,
2023-02-14 23:00:00,-27.562149345131502,
2023-02-14 23:59:59,-25.228525161587754,c
2023-02-15 00:00:00,-10.436254827333073,
2023-02-15 01:00:00,-12.170405187686924,
2023-02-15 02:30:00,-6.202618734033194,
2023-02-15 03:00:00,-7.343763177712503,
2023-02-15 18:30:00,-14.058937424793953,
2023-02-15 20:00:00,-11.333994733285294,
2023-02-15 23:00:00,-17.27374189474324,
2023-02-15 23:59:59,-20.862559649242257,c
2023-02-16 00:00:00,-21.045786083532334,
2023-02-16 01:00:00,-18.795313913152995,
2023-02-16 02:30:00,-11.632485838301363,
2023-02-16 03:00:00,-10.481425161160814,
2023-02-16 18:30:00,-9.487905082705765,
2023-02-16 20:00:00,-8.688899732934146,
2023-02-16 23:00:00,-4.690753405545706,
2023-02-16 23:59:59,-7.524239026108376,c
2023-02-17 00:00:00,-1.269912079939104,
2023-02-17 01:00:00,-1.8540183516312254,
2023-02-17 02:30:00,-0.19643063965054353,
2023-02-17 03:00:00,0.5764242576678953,
2023-02-17 18:30:00,0.5764242576678953,
2023-02-17 20:00:00,0.5764242576678953,
2023-02-17 23:00:00,0.5764242576678953,
2023-02-17 23:59:59,0.0,a
2023-02-20 00:00:00,13.972643711622027,
2023-02-20 01:00:00,15.989686245019243,
2023-02-20 02:30:00,19.027326130998063,
2023-02-20 03:00:00,19.068891988440896,
2023-02-20 18:30:00,20.099415571247505,
2023-02-20 20:00:00,23.82415182325235,
2023-02-20 23:00:00,30.567242658830537,
2023-02-20 23:59:59,36.64406647476244,c
2023-02-21 00:00:00,36.880153319057285,
2023-02-21 01:00:00,38.36091646965281,
2023-02-21 02:30:00,39.313013103947924,
