date,MSCI_US_SC_STAY_2021_Q3,meta
2021-07-07 00:00:00,244.80771142865638,
2021-07-07 10:00:00,210.92957823988556,
2021-07-07 10:30:00,190.74095657831182,
2021-07-07 12:00:00,196.4221069400904,
2021-07-07 13:30:00,195.07005653890997,
2021-07-07 15:00:00,195.4888808925384,
2021-07-07 15:30:30,195.4888808925384,
2021-07-07 23:59:59,193.57446620186505,c
2021-07-08 00:00:00,159.56820739883022,
2021-07-08 10:00:00,180.54260474753573,
2021-07-08 10:30:00,198.5913884431228,
2021-07-08 12:00:00,193.07720255632734,
2021-07-08 13:30:00,201.9664521621973,
2021-07-08 15:00:00,208.98312943524684,
2021-07-08 15:30:30,208.98312943524684,
2021-07-08 23:59:59,213.95434974382914,c
2021-07-09 00:00:00,195.93883006323455,
2021-07-09 10:00:00,179.41009923873324,
2021-07-09 10:30:00,184.693891543224,
2021-07-09 12:00:00,200.33703797821153,
2021-07-09 13:30:00,204.30954038207472,
2021-07-09 15:00:00,200.3081252784693,
2021-07-09 15:30:30,200.3081252784693,
2021-07-09 23:59:59,208.95096543609503,w
2021-07-12 00:00:00,220.58471584151883,
2021-07-12 10:00:00,198.0474041926472,
2021-07-12 10:30:00,201.33355946824,
2021-07-12 12:00:00,202.6826213225984,
2021-07-12 13:30:00,201.9924630889306,
2021-07-12 15:00:00,200.68044256005376,
2021-07-12 15:30:30,200.68044256005376,
2021-07-12 23:59:59,201.31258327309072,c
2021-07-13 00:00:00,197.6500390340554,
2021-07-13 10:00:00,183.6636160651042,
2021-07-13 10:30:00,190.3247018043821,
2021-07-13 12:00:00,195.2573068016217,
2021-07-13 13:30:00,186.64534900754725,
2021-07-13 15:00:00,171.45891636946607,
2021-07-13 15:30:30,171.45891636946607,
2021-07-13 23:59:59,165.83328408810712,c
2021-07-14 00:00:00,157.5000259435545,
2021-07-14 10:00:00,148.20462590513813,
2021-07-14 10:30:00,145.18316703354145,
2021-07-14 12:00:00,118.64662301686829,
2021-07-14 13:30:00,122.46256294735929,
2021-07-14 15:00:00,118.85175703866693,
2021-07-14 15:30:30,118.85175703866693,
2021-07-14 23:59:59,110.69110821741515,c
2021-07-15 00:00:00,109.43128725576963,
2021-07-15 10:00:00,119.25473108002885,
2021-07-15 10:30:00,99.03625043087115,
2021-07-15 12:00:00,79.07790929128782,
2021-07-15 13:30:00,71.75858695424219,
2021-07-15 15:00:00,78.94220530376023,
2021-07-15 15:30:30,78.94220530376023,
2021-07-15 23:59:59,77.32173558660202,c
2021-07-16 00:00:00,87.00019663231603,
2021-07-16 10:00:00,70.31037609810224,
2021-07-16 10:30:00,72.45974588521446,
2021-07-16 12:00:00,81.35062799393745,
2021-07-16 13:30:00,79.57150861257631,
2021-07-16 15:00:00,77.87074262114416,
2021-07-16 15:30:30,77.87074262114416,
2021-07-16 23:59:59,73.48771322858121,w
2021-07-19 00:00:00,61.551462796518486,
2021-07-19 10:00:00,53.9345084254199,
2021-07-19 10:30:00,61.50059757298683,
2021-07-19 12:00:00,78.14177385049274,
2021-07-19 13:30:00,83.90832467610679,
2021-07-19 15:00:00,99.50607331882665,
2021-07-19 15:30:30,99.50607331882665,s
2021-07-19 23:59:59,96.28319050722052,c
2021-07-20 00:00:00,112.46399193812641,
2021-07-20 10:00:00,76.74540328892826,
2021-07-20 10:30:00,78.09904030071203,
2021-07-20 12:00:00,105.09305750209111,
2021-07-20 13:30:00,114.90775500670685,
2021-07-20 15:00:00,130.6816913251214,
2021-07-20 15:30:30,130.6816913251214,
2021-07-20 23:59:59,125.32500878823743,c
2021-07-21 00:00:00,119.55512297166777,
2021-07-21 10:00:00,125.91434168110595,
2021-07-21 10:30:00,132.1755487993067,
2021-07-21 12:00:00,133.15291793872726,
2021-07-21 13:30:00,142.5818484708223,
2021-07-21 15:00:00,133.71880056498415,
2021-07-21 15:30:30,133.71880056498415,
2021-07-21 23:59:59,142.9832013810882,c
2021-07-22 00:00:00,153.43575804301324,
2021-07-22 10:00:00,143.7776061765621,
2021-07-22 10:30:00,150.72342638746997,
2021-07-22 12:00:00,147.177494805132,
2021-07-22 13:30:00,148.2340394000618,
2021-07-22 15:00:00,145.6786053472676,
2021-07-22 15:30:30,145.6786053472676,
2021-07-22 23:59:59,150.1090143892394,c
2021-07-23 00:00:00,142.2968306703971,
2021-07-23 10:00:00,140.2816146337254,
2021-07-23 10:30:00,134.6525232386175,
2021-07-23 12:00:00,139.01083932173196,
2021-07-23 13:30:00,141.86289612909158,
2021-07-23 15:00:00,153.49466941211625,
2021-07-23 15:30:30,153.49466941211625,
2021-07-23 23:59:59,152.2744696451489,w
2021-07-26 00:00:00,141.75916328546575,
2021-07-26 10:00:00,145.9009860032833,
2021-07-26 10:30:00,150.3558566100704,
2021-07-26 12:00:00,139.09825856952526,
2021-07-26 13:30:00,146.5793559537482,
2021-07-26 15:00:00,146.0000006996708,
2021-07-26 15:30:30,146.0000006996708,
2021-07-26 23:59:59,144.96937161516215,c
2021-07-27 00:00:00,155.14011975645195,
2021-07-27 10:00:00,134.15497353227784,
2021-07-27 10:30:00,114.19138820162632,
2021-07-27 12:00:00,105.85542372825597,
2021-07-27 13:30:00,104.83030589133418,
2021-07-27 15:00:00,125.33570396663694,
2021-07-27 15:30:30,125.33570396663694,
2021-07-27 23:59:59,123.70751778043405,c
2021-07-28 00:00:00,123.2977282523666,
