date,AS_MSCI_QUAL_2022_Q4,meta
2022-10-14 00:00:00,42.768424945960874,
2022-10-14 01:00:00,44.6915460109127,
2022-10-14 02:30:00,50.128624559894035,
2022-10-14 03:00:00,50.26056058212686,
2022-10-14 18:30:00,50.26056058212686,
2022-10-14 20:00:00,50.26056058212686,
2022-10-14 23:00:00,50.26056058212686,
2022-10-14 23:59:59,49.696535094453964,w
2022-10-17 00:00:00,60.47932524350898,
2022-10-17 01:00:00,61.374059364295704,
2022-10-17 02:30:00,59.57241703306505,
2022-10-17 03:00:00,58.89673875154318,
2022-10-17 18:30:00,57.12769640264929,
2022-10-17 20:00:00,65.91606358319876,
2022-10-17 23:00:00,87.17273065964201,
2022-10-17 23:59:59,79.32410871709016,c
2022-10-18 00:00:00,85.01474886365037,
2022-10-18 01:00:00,89.75726037315832,
2022-10-18 02:30:00,95.32316775877212,
2022-10-18 03:00:00,95.91847647975118,
2022-10-18 18:30:00,98.73206317728199,
2022-10-18 20:00:00,113.06639409064019,
2022-10-18 23:00:00,101.39285704357098,
2022-10-18 23:59:59,94.6663476860906,c
2022-10-19 00:00:00,105.11871159637599,
2022-10-19 01:00:00,115.20488948273692,
2022-10-19 02:30:00,120.54077548043222,
2022-10-19 03:00:00,121.13253904589459,
2022-10-19 18:30:00,120.19487311807484,
2022-10-19 20:00:00,105.58863954955075,
2022-10-19 23:00:00,121.20513026374499,
2022-10-19 23:59:59,114.50867379750179,c
2022-10-20 00:00:00,85.24561289590588,
2022-10-20 01:00:00,81.76100967218713,
2022-10-20 02:30:00,80.09598266018224,
2022-10-20 03:00:00,79.93066043102823,
2022-10-20 18:30:00,77.92218666043959,
2022-10-20 20:00:00,62.64728726529353,
2022-10-20 23:00:00,54.84461337786473,
2022-10-20 23:59:59,45.25444899416004,c
2022-10-21 00:00:00,46.53301587489659,
2022-10-21 01:00:00,49.32254395575353,
2022-10-21 02:30:00,56.750033279685795,
2022-10-21 03:00:00,55.314158536729224,
2022-10-21 18:30:00,55.314158536729224,
2022-10-21 20:00:00,55.314158536729224,
2022-10-21 23:00:00,55.314158536729224,
2022-10-21 23:59:59,55.99982764582904,w
2022-10-24 00:00:00,89.76426439635685,
2022-10-24 01:00:00,90.68892783504162,
2022-10-24 02:30:00,95.8948108067998,
2022-10-24 03:00:00,96.03886402644241,
2022-10-24 18:30:00,94.74309701431224,
2022-10-24 20:00:00,103.6559922813139,
2022-10-24 23:00:00,105.46768444861021,
2022-10-24 23:59:59,97.96184195369261,c
2022-10-25 00:00:00,92.30218579835667,
2022-10-25 01:00:00,93.59831413291892,
2022-10-25 02:30:00,92.79438001657007,
