date,XOP_2021_Q1,meta
2021-02-12 00:00:00,619.8493274198536,
2021-02-12 10:00:00,663.7017256507979,
2021-02-12 10:30:00,626.3507818493499,
2021-02-12 12:00:00,678.2794731643821,
2021-02-12 13:30:00,741.4924180738731,
2021-02-12 15:00:00,736.3090192209834,
2021-02-12 15:30:30,736.3090192209834,
2021-02-12 23:59:59,749.2111398269635,w
2021-02-15 00:00:00,749.2111398269635,
2021-02-15 10:00:00,749.2111398269635,
2021-02-15 10:30:00,749.2111398269635,
2021-02-15 12:00:00,749.2111398269635,
2021-02-15 13:30:00,749.2111398269635,
2021-02-15 15:00:00,749.2111398269635,
2021-02-15 15:30:30,749.2111398269635,
2021-02-15 23:59:59,749.2111398269635,c
2021-02-16 00:00:00,804.5334779585646,
2021-02-16 10:00:00,702.6725063057111,
2021-02-16 10:30:00,678.4642752209979,
2021-02-16 12:00:00,586.2447513806765,
2021-02-16 13:30:00,615.6650701277717,
2021-02-16 15:00:00,620.0248337089915,
2021-02-16 15:30:30,620.0248337089915,
2021-02-16 23:59:59,627.5091260369736,c
2021-02-17 00:00:00,548.3706827776359,
2021-02-17 10:00:00,514.4365629692284,
2021-02-17 10:30:00,478.3867600818594,
2021-02-17 12:00:00,405.8628774534054,
2021-02-17 13:30:00,441.45512225407583,
2021-02-17 15:00:00,432.91822571822195,
2021-02-17 15:30:30,432.91822571822195,
2021-02-17 23:59:59,410.2401281956304,c
2021-02-18 00:00:00,176.3330949416527,
2021-02-18 10:00:00,252.90997193043222,
2021-02-18 10:30:00,59.57817089800619,
2021-02-18 12:00:00,118.99256251569068,
2021-02-18 13:30:00,77.29423856092717,
2021-02-18 15:00:00,56.22070729473626,
2021-02-18 15:30:30,56.22070729473626,
2021-02-18 23:59:59,23.358843441514637,c
2021-02-19 00:00:00,208.4269112060324,
2021-02-19 10:00:00,285.627750165404,
2021-02-19 10:30:00,347.8058828038302,
2021-02-19 12:00:00,293.92482164900684,
2021-02-19 13:30:00,274.0819427897695,
2021-02-19 15:00:00,229.48827276566317,
2021-02-19 15:30:30,229.48827276566317,
2021-02-19 23:59:59,231.02970400638742,w
2021-02-22 00:00:00,285.8583563674897,
2021-02-22 10:00:00,306.73957260655607,
2021-02-22 10:30:00,218.10870538680547,
2021-02-22 12:00:00,236.68885050813515,
2021-02-22 13:30:00,185.40011965716167,
2021-02-22 15:00:00,119.48379536188395,
2021-02-22 15:30:30,119.48379536188395,
2021-02-22 23:59:59,33.49846032396408,c
2021-02-23 00:00:00,-207.6305889367129,
2021-02-23 10:00:00,-306.1515618411988,
2021-02-23 10:30:00,-205.58899369986648,
2021-02-23 12:00:00,-282.02838491396574,
2021-02-23 13:30:00,-234.08806569771355,
2021-02-23 15:00:00,-220.22333204580173,
2021-02-23 15:30:30,-220.22333204580173,
2021-02-23 23:59:59,-158.56299071402054,c
2021-02-24 00:00:00,-189.79714381298072,
2021-02-24 10:00:00,-163.28233906306968,
2021-02-24 10:30:00,-177.89073236320974,
2021-02-24 12:00:00,-115.31637463816242,
2021-02-24 13:30:00,-65.7595397393502,
2021-02-24 15:00:00,-121.33519105701794,
2021-02-24 15:30:30,-121.33519105701794,
2021-02-24 23:59:59,-76.55589167523112,c
2021-02-25 00:00:00,-162.26522037910922,
2021-02-25 10:00:00,-112.80777447578089,
2021-02-25 10:30:00,-170.06334148258998,
2021-02-25 12:00:00,-247.15511690433686,
2021-02-25 13:30:00,-273.4367198777966,
2021-02-25 15:00:00,-246.73121613543867,
2021-02-25 15:30:30,-246.73121613543867,
2021-02-25 23:59:59,-340.6149184511496,c
2021-02-26 00:00:00,-310.8514882131592,
2021-02-26 10:00:00,-348.6703635289707,
2021-02-26 10:30:00,-400.2089265893312,
2021-02-26 12:00:00,-286.897049013739,
2021-02-26 13:30:00,-327.440801647826,
