date,EU_FTSE_DM_AD_2023_Q1,meta
2023-01-06 00:00:00,901.2029601486465,
2023-01-06 03:30:00,901.2029601486465,
2023-01-06 04:00:00,901.2029601486465,
2023-01-06 06:00:00,901.2029601486465,
2023-01-06 08:00:00,901.2029601486465,
2023-01-06 10:30:00,901.2029601486465,
2023-01-06 11:00:00,901.2029601486465,
2023-01-06 23:59:59,901.2029601486465,w
2023-01-09 00:00:00,901.2029601486465,
2023-01-09 03:30:00,757.7408954223265,
2023-01-09 04:00:00,693.3844128731416,
2023-01-09 06:00:00,629.6203259692302,
2023-01-09 08:00:00,606.1603109773114,
2023-01-09 10:30:00,440.5575648683698,
2023-01-09 11:00:00,437.8020677466702,
2023-01-09 23:59:59,542.1707305527398,c
2023-01-10 00:00:00,637.1938174585448,
2023-01-10 03:30:00,674.6071004143887,
2023-01-10 04:00:00,670.0395872005884,
2023-01-10 06:00:00,659.1222891234829,
2023-01-10 08:00:00,770.3983506169388,
2023-01-10 10:30:00,741.566884402413,
2023-01-10 11:00:00,734.9354688696421,
2023-01-10 23:59:59,767.4855018677317,c
2023-01-11 00:00:00,700.9356487677214,
2023-01-11 03:30:00,741.4679324225199,
2023-01-11 04:00:00,823.303721851973,
2023-01-11 06:00:00,758.8103921354086,
2023-01-11 08:00:00,742.243372801162,
2023-01-11 10:30:00,732.6324446550971,
2023-01-11 11:00:00,731.8282715864771,
2023-01-11 23:59:59,676.3374795848013,c
2023-01-12 00:00:00,668.4188890093192,
2023-01-12 03:30:00,669.9890454273391,
2023-01-12 04:00:00,692.1521308282554,
2023-01-12 06:00:00,641.7411124533664,
2023-01-12 08:00:00,620.6906327486286,
2023-01-12 10:30:00,498.40150097495825,
2023-01-12 11:00:00,483.1223097192378,
2023-01-12 23:59:59,540.654396969534,c
2023-01-13 00:00:00,477.75496311682036,
2023-01-13 03:30:00,471.5884002493294,
2023-01-13 04:00:00,442.28436201155273,
2023-01-13 06:00:00,482.95543418703346,
2023-01-13 08:00:00,547.9125178365539,
2023-01-13 10:30:00,491.3845674227923,
2023-01-13 11:00:00,500.60684026975287,
2023-01-13 23:59:59,542.1707305527398,w
2023-01-16 00:00:00,499.37664917917755,
2023-01-16 03:30:00,528.9369524111917,
2023-01-16 04:00:00,541.5549215739975,
2023-01-16 06:00:00,541.0093139284309,
2023-01-16 08:00:00,528.318409112886,
2023-01-16 10:30:00,511.1627599373496,
2023-01-16 11:00:00,484.54524734402185,
2023-01-16 23:59:59,491.68270397927154,c
2023-01-17 00:00:00,412.4967982244325,
2023-01-17 03:30:00,468.36149979477887,
2023-01-17 04:00:00,465.65086225872255,
2023-01-17 06:00:00,556.3979222624312,
2023-01-17 08:00:00,638.4575071919971,
2023-01-17 10:30:00,563.5797607808709,
2023-01-17 11:00:00,587.3651907974072,
2023-01-17 23:59:59,683.1890273282406,c
2023-01-18 00:00:00,597.3762192055437,
2023-01-18 03:30:00,591.1746624305506,
2023-01-18 04:00:00,612.3191501651363,
2023-01-18 06:00:00,582.6952885715564,
2023-01-18 08:00:00,611.736102466697,
2023-01-18 10:30:00,439.52947607224814,
2023-01-18 11:00:00,441.50454618381445,
2023-01-18 23:59:59,628.6012907563236,c
2023-01-19 00:00:00,556.2669327449221,
2023-01-19 03:30:00,512.9890874396169,
2023-01-19 04:00:00,535.282071058331,
2023-01-19 06:00:00,579.0776315431012,
2023-01-19 08:00:00,688.0093744632686,
2023-01-19 10:30:00,665.1944446536563,
2023-01-19 11:00:00,734.8377532437316,
2023-01-19 23:59:59,778.3805755637823,c
2023-01-20 00:00:00,740.3039562695685,
2023-01-20 03:30:00,619.360388634017,
2023-01-20 04:00:00,608.3372246362233,
2023-01-20 06:00:00,626.0687521937125,
2023-01-20 08:00:00,662.9630771197535,
2023-01-20 10:30:00,697.6470381673171,
2023-01-20 11:00:00,665.4854481018119,
